Dataset,MajorityClass,Grassland,Cropland,Forest,Built-up,Bareland,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,Wetland,12,141,54,1,4,4,0,103,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,Water,98,604,313,147,183,0,372,559,0,0,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,Shrubland,2,15,11,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,Cropland,44,0,111,33,1,0,0,136,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,Permanent_ice_and_snow,0,10,3,1,0,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,Grassland,0,380,372,202,2,210,245,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,Forest,0,325,0,281,0,426,356,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,Shrubland,0,34,38,11,0,7,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,Bareland,0,80,40,73,0,68,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,Built-up,0,31,7,0,1,5,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,Water,0,68,192,42,22,0,377,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,Wetland,0,14,40,14,0,90,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,Cropland,0,0,66,68,1,5,27,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,Permanent_ice_and_snow,0,0,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,Wetland,29,10,182,0,6,50,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,Water,86,7,605,0,46,0,200,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,Forest,184,187,0,0,79,219,103,0,0,0,0,100
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,Shrubland,23,32,65,0,11,24,7,0,0,0,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,Built-up,22,77,123,0,16,12,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,Bareland,11,11,49,0,0,49,5,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,Cropland,42,0,86,0,27,21,20,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,Grassland,0,158,409,0,68,202,169,0,0,0,0,60
