Dataset,MajorityClass,Grassland,Cropland,Forest,Built-up,Bareland,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Shrubland,173,22,96,18,10,9,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Grassland,0,141,448,91,70,74,35,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Non_Wetland,1,2,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Bareland,218,8,108,27,0,67,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Water,932,95,874,22,232,0,86,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Forest,1101,184,0,112,68,213,84,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Wetland,318,29,235,5,11,97,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Built-up,217,31,161,0,45,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Non_Water,2,0,3,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Cropland,388,0,287,90,57,14,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R,Permanent_ice_and_snow,16,0,11,0,1,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,Non_Wetland,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,Shrubland,39,0,10,2,22,12,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,Grassland,0,0,124,50,152,230,87,233,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,Bareland,78,0,19,2,0,133,0,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,Built-up,121,0,23,0,101,33,0,41,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,Water,437,0,158,38,114,0,71,158,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,Forest,777,0,0,77,190,548,238,625,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,Non_Water,0,0,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,Cropland,296,0,112,52,167,68,10,141,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,Wetland,109,0,9,2,25,259,0,20,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,Permanent_ice_and_snow,4,0,3,0,1,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,Grassland,0,0,139,55,137,133,45,164,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,Forest,936,0,0,52,249,423,109,383,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,Non_Wetland,3,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,Bareland,76,0,9,2,0,10,0,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,Non_Water,2,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,Water,465,0,154,17,257,0,23,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,Shrubland,45,0,18,6,27,13,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,Built-up,165,0,14,0,65,2,1,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,Cropland,341,0,129,75,78,33,0,151,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,Wetland,170,0,9,0,45,143,0,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,Permanent_ice_and_snow,6,0,2,0,2,1,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,Grassland,0,0,0,0,0,14,77,0,551,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,Wetland,0,0,0,0,0,4,0,0,419,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,Shrubland,0,0,0,0,0,0,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,Bareland,0,0,0,0,0,4,34,0,11,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,Cropland,0,0,0,0,0,0,0,0,60,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,Forest,0,0,0,0,0,58,226,0,795,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,Water,0,0,0,0,0,0,372,0,530,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,Built-up,0,0,0,0,0,1,6,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,Grassland,0,0,0,0,0,199,0,0,0,154,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,Bareland,0,0,0,0,0,92,0,0,0,71,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,Shrubland,0,0,0,0,0,6,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,Water,0,0,0,0,0,0,0,0,0,763,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,Cropland,0,0,0,0,0,21,0,0,0,21,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,Wetland,0,0,0,0,0,103,0,0,0,143,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,Built-up,0,0,0,0,0,16,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,Forest,0,0,0,0,0,340,0,0,0,401,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,Grassland,0,621,320,117,65,14,77,509,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,Bareland,16,230,50,125,0,4,34,154,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,Forest,325,782,0,158,110,58,226,719,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,Built-up,25,143,46,0,1,1,6,97,0,0,0,0
