Dataset,MajorityClass,Forest,Wetland,Built-up,Water,Bareland,Grassland,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Grassland,253,42,13,2,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Non_Wetland,10,0,0,1,0,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Wetland,753,0,13,204,35,1381,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Bareland,76,36,8,4,0,265,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Built-up,144,10,0,9,23,221,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Water,583,435,2,0,85,966,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Shrubland,22,1,3,0,0,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Lichens_and_Mosses,1,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Forest,0,22,14,28,4,479,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Cropland,30,0,0,0,0,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R,Permanent_ice_and_snow,5,1,0,0,0,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Non_Wetland,1,8,0,3,3,4,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Grassland,58,354,19,144,185,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Wetland,40,0,10,690,218,329,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Bareland,14,83,8,107,0,55,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Forest,0,582,40,283,207,421,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Non_Water,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Water,46,652,31,0,130,311,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Shrubland,3,13,2,9,9,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Lichens_and_Mosses,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Built-up,14,70,0,45,109,49,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Cropland,9,16,0,2,2,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,Permanent_ice_and_snow,2,22,0,9,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,Grassland,0,95,0,18,0,0,0,723,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,Wetland,0,0,0,131,0,0,0,970,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,Forest,0,210,0,71,0,0,0,1100,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,Bareland,0,49,0,2,0,0,0,174,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,Water,0,519,0,0,0,0,0,709,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,Shrubland,0,0,0,0,0,0,0,36,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,Built-up,0,40,0,2,0,0,0,145,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,Cropland,0,1,0,0,0,0,0,29,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,30,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Wetland,28,0,11,596,411,435,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Non_Wetland,0,14,1,1,3,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Forest,0,660,52,158,299,495,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Grassland,6,313,42,51,230,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Water,18,817,16,0,282,147,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Shrubland,0,21,2,7,19,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Bareland,0,44,6,19,0,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Lichens_and_Mosses,0,0,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Built-up,0,77,0,16,131,70,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Cropland,0,16,2,2,12,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,Permanent_ice_and_snow,0,7,0,1,30,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,Grassland,0,0,0,239,0,0,0,0,40,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,Wetland,0,0,0,1066,0,0,0,0,447,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,Bareland,0,0,0,137,0,0,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,Shrubland,0,0,0,6,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,Water,0,0,0,0,0,0,0,0,366,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,Built-up,0,0,0,76,0,0,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,Forest,0,0,0,246,0,0,0,0,88,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,Permanent_ice_and_snow,0,0,0,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,Grassland,115,95,87,18,114,0,319,0,0,10,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,Wetland,103,0,83,131,235,84,254,0,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,Bareland,8,49,100,2,0,15,123,0,0,1,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,Forest,0,210,88,71,201,267,340,0,0,13,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,Built-up,23,40,0,2,25,52,112,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,Water,81,519,80,0,239,59,305,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,Cropland,6,1,2,0,3,7,10,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,Permanent_ice_and_snow,1,0,10,0,2,2,19,0,0,0,0,0
