Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R,Shrubland,58,4,64,129,9,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R,Non_Wetland,4,0,6,21,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R,Grassland,0,40,243,559,33,14,32,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R,Forest,332,27,0,819,27,26,101,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R,Wetland,124,0,164,0,24,0,140,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R,Bareland,16,0,5,28,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R,Built-up,28,1,31,17,10,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R,Water,150,3,186,583,47,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R,Cropland,212,0,206,306,48,22,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R,Permanent_ice_and_snow,1,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,Non_Wetland,11,0,3,7,0,0,1,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,Shrubland,60,0,6,21,6,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,Grassland,0,0,87,143,16,0,36,127,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,Wetland,580,0,27,0,0,0,174,152,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,Bareland,66,0,0,1,0,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,Built-up,61,0,1,0,9,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,Water,500,0,22,85,0,0,0,71,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,Forest,815,0,0,246,63,0,88,483,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,Cropland,352,0,102,26,12,0,9,102,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,Non_Wetland,9,0,1,7,1,1,5,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,Grassland,0,36,30,206,53,18,114,157,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,Wetland,378,0,46,0,39,0,303,234,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,Forest,694,36,0,384,189,57,176,550,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,Water,252,0,31,287,65,1,0,95,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,Shrubland,43,1,2,19,12,2,11,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,Cropland,272,0,32,49,105,5,47,76,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,Bareland,18,0,0,5,0,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,Built-up,39,0,0,6,38,0,9,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,Shrubland,0,0,0,0,0,0,0,0,159,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,Wetland,0,0,0,0,0,0,61,0,707,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,Grassland,0,0,0,50,0,0,54,0,785,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,Water,0,0,0,268,0,0,0,0,289,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,Forest,0,0,0,191,0,0,106,0,1202,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,Cropland,0,0,0,0,0,0,12,0,352,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,Bareland,0,0,0,0,0,0,3,0,40,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,Built-up,0,0,0,0,0,0,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVT_M_R,Grassland,0,0,0,0,0,0,134,0,0,73,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVT_M_R,Wetland,0,0,0,0,0,0,344,0,0,283,0,0
