Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R,Shrubland,346,70,71,84,190,31,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R,Grassland,0,211,91,106,407,28,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R,Non_Wetland,3,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R,Bareland,247,41,0,54,150,79,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R,Built-up,363,80,114,0,277,7,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R,Water,1210,205,355,14,963,0,165,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R,Forest,985,148,65,166,0,94,130,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R,Non_Water,2,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R,Cropland,367,0,92,93,235,10,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R,Wetland,275,37,16,4,192,30,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R,Permanent_ice_and_snow,23,0,6,1,6,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,Non_Wetland,2,0,0,0,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,Shrubland,109,0,36,25,17,58,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,Grassland,0,0,76,86,130,141,0,327,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,Bareland,214,0,0,44,5,308,0,110,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,Built-up,203,0,72,0,17,52,0,141,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,Water,594,0,33,195,149,0,0,535,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,Forest,840,0,151,269,0,342,0,1044,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,Non_Water,0,0,0,0,0,4,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,Cropland,473,0,77,135,45,51,0,248,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,Wetland,145,0,6,17,39,176,0,160,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,Permanent_ice_and_snow,1,0,2,0,0,7,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUK_M_R,Grassland,0,1,118,116,132,49,40,254,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUK_M_R,Non_Wetland,0,0,0,0,0,0,3,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUK_M_R,Bareland,232,0,0,12,4,44,0,41,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUK_M_R,Built-up,267,0,176,0,13,15,2,145,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUK_M_R,Forest,986,1,262,158,0,167,71,850,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUK_M_R,Water,749,1,400,111,173,0,68,431,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUK_M_R,Non_Water,1,0,0,0,0,1,0,2,0,0,0,0
