Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R,Grassland,322,98,101,103,19,35,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R,Non_Wetland,2,0,0,2,0,3,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R,Shrubland,21,5,5,15,4,2,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R,Cropland,151,0,39,59,2,0,246,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R,Bareland,130,28,0,50,49,1,333,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R,Built-up,117,22,43,0,1,0,211,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R,Water,511,1,163,5,0,110,483,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R,Forest,0,61,69,100,102,99,781,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R,Wetland,225,0,25,8,45,0,360,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,Non_Wetland,4,0,0,1,0,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,Shrubland,16,0,11,10,2,5,24,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,Grassland,261,0,114,67,64,148,0,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,Cropland,156,0,78,40,1,3,283,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,Wetland,207,0,9,6,92,0,316,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,Bareland,118,0,0,73,114,29,248,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,Built-up,31,0,103,0,6,20,130,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,Water,322,0,51,28,0,156,527,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,Forest,0,0,161,100,222,384,797,30,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,Grassland,93,227,458,81,97,206,0,35,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,Wetland,21,15,206,4,175,0,182,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,Non_Wetland,0,0,1,0,2,6,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,Forest,0,152,699,66,314,355,712,104,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,Built-up,4,50,201,0,9,40,97,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,Water,90,129,478,3,0,132,202,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,Shrubland,0,15,28,4,4,13,20,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,Lichens_and_Mosses,0,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,Bareland,0,117,0,8,7,16,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,Cropland,18,0,187,27,2,52,108,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,Grassland,0,0,0,0,22,121,0,0,507,0,0,0
