Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,Wetland,0,0,0,0,0,0,0,0,176,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,Forest,0,0,0,0,110,368,0,0,838,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,Shrubland,0,0,0,0,0,0,0,0,20,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,Built-up,0,0,0,0,0,11,0,0,60,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,Water,0,0,0,0,0,390,0,0,236,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,Bareland,0,0,0,0,16,61,0,0,56,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,Cropland,0,0,0,0,2,2,0,0,55,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLR_M_R,Grassland,0,0,0,0,139,0,0,0,0,51,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLR_M_R,Bareland,0,0,0,0,92,0,0,0,0,27,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLR_M_R,Cropland,0,0,0,0,29,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLR_M_R,Shrubland,0,0,0,0,1,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLR_M_R,Wetland,0,0,0,0,116,0,0,0,0,74,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLR_M_R,Water,0,0,0,0,0,0,0,0,0,256,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLR_M_R,Built-up,0,0,0,0,9,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLR_M_R,Forest,0,0,0,0,248,0,0,0,0,171,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLR_M_R,Grassland,218,4,133,110,22,121,0,303,0,0,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLR_M_R,Forest,0,2,297,152,110,368,572,433,0,0,32,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLR_M_R,Built-up,47,1,20,0,0,11,109,113,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLR_M_R,Cropland,130,0,26,90,2,2,207,223,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLR_M_R,Wetland,44,0,18,3,0,0,67,21,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLR_M_R,Bareland,67,0,0,108,16,61,163,178,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLR_M_R,Water,182,0,195,41,0,390,276,179,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLR_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLR_M_R,Grassland,201,449,21,191,164,112,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLR_M_R,Forest,0,280,4,204,394,188,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLR_M_R,Bareland,47,121,0,76,76,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLR_M_R,Built-up,7,32,6,0,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLR_M_R,Wetland,99,28,5,39,152,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLR_M_R,Water,52,17,59,15,0,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLR_M_R,Cropland,28,0,11,14,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLR_M_R,Shrubland,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLR_M_R,Forest,0,101,110,0,102,44,98,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLR_M_R,Cropland,27,0,89,0,2,0,41,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLR_M_R,Built-up,116,107,34,0,9,1,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLR_M_R,Bareland,46,43,0,0,40,6,10,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLR_M_R,Wetland,337,15,22,0,156,0,39,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLR_M_R,Water,300,3,74,0,0,28,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLR_M_R,Grassland,405,188,153,0,152,71,0,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLR_M_R,Shrubland,8,0,0,0,0,0,0,0,0,0,0,0
