Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R,Shrubland,251,61,29,71,160,11,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R,Grassland,0,183,77,87,250,26,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R,Non_Wetland,1,0,0,0,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R,Bareland,297,41,0,55,131,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R,Built-up,279,74,79,0,157,3,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R,Water,814,115,149,15,645,142,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R,Forest,1045,292,161,250,0,81,74,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R,Non_Water,2,1,0,1,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R,Cropland,458,0,157,155,286,5,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R,Wetland,144,8,3,0,73,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R,Permanent_ice_and_snow,6,2,2,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,Non_Wetland,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,Shrubland,63,0,35,13,36,0,24,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,Grassland,0,0,117,53,128,4,184,188,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,Bareland,105,0,0,31,42,0,75,53,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,Built-up,127,0,132,0,43,0,28,123,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,Water,281,0,94,35,119,0,0,213,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,Forest,611,0,373,108,0,5,532,757,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,Non_Water,1,0,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,Cropland,409,0,270,94,203,0,81,291,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,Wetland,38,0,7,4,6,0,159,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,7,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,Grassland,0,0,85,47,134,9,71,194,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,Forest,679,0,269,48,0,51,294,638,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,Bareland,173,0,0,32,46,0,15,59,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,Non_Wetland,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,Non_Water,3,0,0,0,0,0,2,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,Water,269,0,146,7,154,3,0,141,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,Shrubland,72,0,36,15,36,5,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,Built-up,199,0,101,0,25,0,5,86,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,Cropland,514,0,126,90,230,0,39,299,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,Wetland,40,0,10,0,17,0,54,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,Grassland,0,0,0,0,0,42,5,0,135,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,Shrubland,0,0,0,0,0,0,0,0,30,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,Water,0,0,0,0,0,254,0,0,265,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,Cropland,0,0,0,0,0,3,0,0,27,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,Bareland,0,0,0,0,0,38,3,0,6,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,Forest,0,0,0,0,0,174,51,0,227,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,Wetland,0,0,0,0,0,0,0,0,147,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,Built-up,0,0,0,0,0,2,1,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTH_M_R,Grassland,0,0,0,0,0,0,147,0,0,93,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTH_M_R,Built-up,0,0,0,0,0,0,10,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTH_M_R,Bareland,0,0,0,0,0,0,63,0,0,56,0,0
