Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R,Shrubland,3,1,3,3,2,1,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R,Grassland,0,8,48,28,6,8,23,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R,Cropland,54,0,46,12,7,0,24,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R,Wetland,108,8,0,38,2,62,59,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R,Bareland,56,0,41,0,4,22,19,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R,Built-up,31,4,23,24,0,12,20,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R,Water,113,9,141,71,12,0,77,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R,Forest,88,6,90,48,31,36,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R,Permanent_ice_and_snow,8,0,0,5,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,Grassland,0,0,10,0,0,5,0,75,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,Cropland,0,0,2,0,0,0,0,55,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,Bareland,0,0,9,0,0,5,0,55,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,Built-up,0,0,4,0,0,2,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,Forest,0,0,33,0,0,15,0,139,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,Wetland,0,0,0,0,0,20,0,183,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,Water,0,0,48,0,0,0,0,101,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,Grassland,0,0,0,0,0,38,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,Cropland,0,0,0,0,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,Wetland,0,0,0,0,0,116,0,0,57,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,Water,0,0,0,0,0,0,0,0,136,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,Forest,0,0,0,0,0,78,0,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,Bareland,0,0,0,0,0,36,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,Built-up,0,0,0,0,0,30,0,0,12,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,Water,29,50,60,38,33,0,62,0,0,93,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,Cropland,9,0,2,5,5,0,27,0,0,39,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,Wetland,8,32,0,22,0,22,46,0,0,71,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,Bareland,27,32,10,0,13,5,37,0,0,53,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,Built-up,13,21,6,5,0,2,15,0,0,28,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,Forest,33,61,37,29,35,16,0,0,0,89,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,Grassland,0,30,10,7,15,5,39,0,0,52,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,Permanent_ice_and_snow,4,2,0,0,4,0,2,0,0,6,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,Water,0,26,79,18,108,0,26,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,Grassland,0,39,23,2,37,26,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,Wetland,0,50,0,9,51,62,37,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,Built-up,0,1,0,0,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,Forest,0,42,46,9,61,55,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,Cropland,0,0,5,1,20,9,8,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,Bareland,0,4,16,0,25,21,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,Permanent_ice_and_snow,0,0,0,1,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,Water,39,5,34,30,0,0,86,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,Cropland,13,0,4,0,0,3,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,Wetland,48,33,0,35,0,53,70,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,Built-up,5,12,0,11,0,12,14,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,Forest,21,12,12,12,0,17,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,Grassland,0,4,6,7,0,2,8,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,Bareland,0,0,2,0,0,2,3,0,0,0,1
