Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R,Shrubland,3,1,3,1,1,2,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R,Grassland,0,2,31,1,1,7,11,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R,Cropland,46,0,64,3,5,12,26,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R,Wetland,61,15,0,11,3,61,40,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R,Bareland,29,1,16,0,3,9,15,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R,Built-up,21,6,14,12,0,5,13,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R,Water,57,9,118,22,3,0,58,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R,Forest,51,11,61,5,10,26,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R,Permanent_ice_and_snow,10,0,5,1,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,Grassland,0,0,8,0,0,1,0,33,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,Cropland,0,0,7,0,0,5,0,70,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,Bareland,0,0,1,0,0,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,Built-up,0,0,2,0,0,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,Forest,0,0,34,0,0,12,0,76,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,Wetland,0,0,0,0,0,12,0,62,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,Water,0,0,51,0,0,0,0,60,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,Shrubland,0,0,0,0,0,2,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,Grassland,0,0,0,0,0,10,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,Cropland,0,0,0,0,0,28,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,Wetland,0,0,0,0,0,74,0,0,38,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,Water,0,0,0,0,0,0,0,0,88,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,Forest,0,0,0,0,0,35,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,Bareland,0,0,0,0,0,13,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,Built-up,0,0,0,0,0,16,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,Water,15,47,58,3,15,0,49,0,0,70,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,Cropland,12,0,7,1,10,5,39,0,0,45,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,Wetland,1,19,0,0,0,12,18,0,0,24,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,Bareland,8,25,1,0,11,0,15,0,0,36,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,Built-up,10,13,2,2,0,0,10,0,0,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,Forest,20,51,35,9,13,13,0,0,0,57,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,Grassland,0,20,8,0,0,1,18,0,0,22,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,Permanent_ice_and_snow,0,6,0,0,1,0,5,0,0,8,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,Grassland,0,18,1,10,20,3,17,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,Wetland,0,43,0,32,29,32,37,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,Built-up,0,1,0,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,Water,0,30,25,42,48,0,33,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,Forest,0,33,14,26,37,28,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,Cropland,0,0,0,11,24,0,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,Bareland,0,3,0,0,18,6,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,Permanent_ice_and_snow,0,2,0,0,5,0,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R,Water,16,16,26,19,0,0,47,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R,Cropland,13,0,8,10,0,13,13,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R,Wetland,31,29,0,19,0,44,63,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R,Forest,11,11,6,9,0,20,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R,Grassland,0,3,1,2,0,5,6,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R,Built-up,0,2,0,1,0,7,2,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R,Bareland,0,0,0,0,0,1,0,0,0,0,0
