,0
Water,9173
Wetland,7141
Forest,6646
Grassland,3841
Bareland,1855
Non_Wetland,1294
Non_Water,502
Cropland,477
Built-up,332
Shrubland,92
Lichens_and_Mosses,6
Permanent_ice_and_snow,5
