Dataset,MajorityClass,Grassland,Cropland,Bareland,Water,Forest,Wetland,Built-up,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R,Shrubland,387,64,107,58,214,67,85,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R,Grassland,0,147,63,8,270,10,58,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R,Non_Wetland,5,0,0,0,6,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R,Bareland,364,65,0,18,130,6,72,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R,Forest,587,163,53,125,0,109,35,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R,Cropland,594,0,177,3,325,2,147,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R,Wetland,164,1,16,64,121,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R,Built-up,269,101,91,1,165,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R,Water,595,19,191,0,410,272,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R,Non_Water,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R,Permanent_ice_and_snow,11,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,Non_Wetland,4,0,1,1,1,7,0,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,Shrubland,95,0,46,60,38,57,20,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,Grassland,0,0,47,49,143,93,22,373,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,Cropland,465,0,141,21,212,75,48,602,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,Wetland,48,0,4,243,19,0,0,215,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,Bareland,105,0,0,61,17,8,58,249,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,Built-up,132,0,130,20,21,8,0,222,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,Water,156,0,25,0,123,147,5,595,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,Forest,436,0,117,203,0,275,47,976,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,Non_Water,0,0,0,2,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,Wetland,0,0,0,38,0,0,0,0,366,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,Shrubland,0,0,0,0,0,0,0,0,237,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,Grassland,0,0,0,21,0,41,0,0,168,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,Forest,0,0,0,112,0,130,0,0,652,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,Water,0,0,0,0,0,251,0,0,357,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,Cropland,0,0,0,12,0,7,0,0,95,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,Bareland,0,0,0,39,0,23,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,Built-up,0,0,0,12,0,2,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,Grassland,0,160,175,53,73,74,22,363,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,Non_Wetland,1,0,2,2,1,13,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,Wetland,14,0,48,115,14,0,0,161,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,Forest,387,225,350,178,0,435,61,799,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,Bareland,62,68,0,11,2,7,66,88,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,Non_Water,0,0,0,2,0,0,0,2,0,0,0,0
