Dataset,MajorityClass,Grassland,Bareland,Water,Built-up,Cropland,Wetland,Permanent_ice_and_snow,Non_Water,Shrubland,Lichens_and_Mosses,Forest,Non_Wetland
AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R,Shrubland,2,1,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R,Cropland,29,13,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R,Wetland,46,23,15,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R,Bareland,64,0,34,12,15,6,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R,Built-up,9,5,1,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R,Water,63,69,0,0,1,10,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R,Forest,41,3,4,0,1,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R,Grassland,0,0,1,0,2,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R,Permanent_ice_and_snow,1,3,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFS_M_R,Shrubland,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFS_M_R,Wetland,0,0,32,0,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFS_M_R,Bareland,0,0,58,0,0,0,0,24,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFS_M_R,Grassland,0,0,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFS_M_R,Cropland,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFS_M_R,Water,0,0,0,0,0,0,0,19,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFS_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFS_M_R,Forest,0,0,8,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFS_M_R,Cropland,3,16,0,3,0,0,0,0,10,3,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFS_M_R,Wetland,1,7,1,3,4,0,0,0,20,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFS_M_R,Bareland,10,0,8,32,13,30,1,0,43,18,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFS_M_R,Built-up,1,4,0,0,3,2,0,0,4,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFS_M_R,Grassland,0,10,0,5,8,4,0,0,9,2,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFS_M_R,Water,1,29,0,15,3,25,1,0,43,13,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFS_M_R,Permanent_ice_and_snow,0,1,0,0,0,1,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFS_M_R,Forest,1,12,0,6,5,0,0,0,15,2,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFS_M_R,Wetland,0,0,1,0,0,0,0,0,0,0,0,52
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFS_M_R,Bareland,0,0,8,0,0,30,0,0,0,0,0,13
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFS_M_R,Built-up,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFS_M_R,Grassland,0,0,0,0,0,4,0,0,0,0,0,13
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFS_M_R,Cropland,0,0,0,0,0,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFS_M_R,Water,0,0,0,0,0,25,0,0,0,0,0,14
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFS_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFS_M_R,Forest,0,0,0,0,0,0,0,0,0,0,0,23
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFS_M_R,Wetland,0,7,10,1,2,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFS_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFS_M_R,Water,0,45,0,6,5,15,10,0,0,0,4,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFS_M_R,Grassland,0,8,0,5,10,5,0,0,0,0,6,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFS_M_R,Bareland,0,0,25,17,21,3,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFS_M_R,Cropland,0,9,1,2,0,1,0,0,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFS_M_R,Permanent_ice_and_snow,0,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFS_M_R,Forest,0,5,2,0,4,12,0,0,0,0,0,0
