Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,Water,0,74,59,56,0,42,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,Grassland,0,29,4,18,12,28,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,Wetland,0,16,6,13,20,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,Bareland,0,35,0,23,42,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,Built-up,0,1,1,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,Forest,0,63,30,45,53,0,6,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,Cropland,0,0,6,23,24,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,Permanent_ice_and_snow,0,2,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQQ_M_R,Cropland,10,0,15,0,15,20,9,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQQ_M_R,Wetland,8,12,15,0,9,14,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQQ_M_R,Bareland,2,15,0,0,20,17,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQQ_M_R,Built-up,6,7,6,0,8,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQQ_M_R,Water,10,41,49,0,0,66,8,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQQ_M_R,Forest,23,27,18,0,26,0,11,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQQ_M_R,Grassland,0,6,7,0,8,7,1,0,0,0,3
