Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R,Shrubland,3,1,1,2,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R,Grassland,0,5,13,11,4,26,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R,Cropland,69,0,53,19,36,77,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R,Wetland,25,0,15,0,24,36,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R,Bareland,68,7,0,7,35,67,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R,Built-up,12,4,13,0,9,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R,Water,110,36,98,17,0,134,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R,Forest,85,26,68,29,38,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R,Permanent_ice_and_snow,6,0,3,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,Shrubland,0,0,0,0,3,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,Grassland,0,0,0,0,8,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,Cropland,0,0,0,0,66,0,0,33,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,Wetland,0,0,0,0,33,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,Bareland,0,0,0,0,68,0,0,40,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,Built-up,0,0,0,0,14,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,Water,0,0,0,0,0,0,0,139,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,Forest,0,0,0,0,90,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,Water,29,78,71,15,0,75,43,0,104,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,Cropland,32,0,40,17,7,54,10,0,67,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,Wetland,2,1,2,0,0,4,0,0,10,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,Bareland,20,48,0,19,10,35,23,0,48,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,Built-up,11,15,7,0,0,11,2,0,18,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,Forest,41,69,51,18,16,0,29,0,89,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,Grassland,0,17,10,3,1,18,2,0,30,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,Permanent_ice_and_snow,1,0,1,0,0,4,0,0,6,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQQ_M_R,Forest,0,0,0,0,16,0,29,0,0,18,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQQ_M_R,Wetland,0,0,0,0,0,0,0,0,0,19,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQQ_M_R,Bareland,0,0,0,0,10,0,23,0,0,2,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQQ_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQQ_M_R,Water,0,0,0,0,0,0,43,0,0,7,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQQ_M_R,Grassland,0,0,0,0,1,0,2,0,0,3,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQQ_M_R,Cropland,0,0,0,0,7,0,10,0,0,9,0
