Dataset,MajorityClass,Grassland,Forest,Wetland,Cropland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Shrubland,214,71,63,26,32,65,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Grassland,0,497,285,256,136,201,43,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Non_Wetland,20,9,13,10,2,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Bareland,753,164,293,123,0,173,92,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Built-up,452,312,30,39,116,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Water,1506,881,1127,198,459,59,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Forest,1711,0,497,210,171,349,115,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Cropland,636,155,183,0,67,137,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Wetland,2963,1284,0,809,467,271,428,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Non_Water,2,1,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Lichens_and_Mosses,2,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R,Permanent_ice_and_snow,1,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,Non_Wetland,11,5,29,0,4,1,4,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,Shrubland,97,51,68,0,50,21,29,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,Grassland,0,457,773,0,282,104,261,323,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,Cropland,494,173,598,0,187,48,107,171,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,Wetland,1763,744,0,0,901,98,1754,453,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,Bareland,354,153,242,0,0,64,399,94,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,Built-up,292,169,168,0,251,0,78,130,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,Water,885,489,903,0,427,71,0,126,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,Forest,1276,0,1192,0,615,235,556,482,0,0,0,0
