Dataset,MajorityClass,Grassland,Forest,Wetland,Cropland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R,Shrubland,192,119,66,19,30,21,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R,Non_Wetland,8,6,9,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R,Grassland,0,257,205,96,80,64,73,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R,Bareland,198,60,13,38,0,41,33,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R,Water,784,744,444,7,250,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R,Forest,1103,0,392,176,157,143,459,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R,Cropland,581,365,52,0,197,157,65,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R,Wetland,193,217,0,3,11,0,121,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R,Built-up,279,194,6,69,99,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,Non_Wetland,5,2,10,0,3,0,7,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,Shrubland,65,20,45,0,34,9,38,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,Grassland,0,139,139,0,63,46,149,181,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,Cropland,567,208,91,0,161,144,81,302,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,Wetland,311,92,0,0,19,0,381,93,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,Bareland,153,20,4,0,0,57,86,47,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,Water,597,282,241,0,95,58,0,262,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,Forest,919,0,547,0,317,160,718,883,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,Built-up,124,46,11,0,106,0,37,99,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,Wetland,0,0,0,0,0,0,50,0,783,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,Shrubland,0,0,0,0,0,0,0,0,163,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,Grassland,0,0,44,0,0,0,48,0,518,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,Forest,0,0,360,0,0,0,214,0,1613,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,Water,0,0,428,0,0,0,0,0,656,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,Bareland,0,0,38,0,0,0,15,0,31,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,Cropland,0,0,1,0,0,0,8,0,234,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,Built-up,0,0,0,0,0,0,18,0,68,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,Grassland,0,82,189,43,140,22,94,162,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,Non_Wetland,5,0,14,0,5,0,1,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,Wetland,265,50,0,0,84,0,201,65,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,Forest,897,0,886,73,643,81,452,756,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,Bareland,114,6,3,4,0,8,35,20,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,Non_Water,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,Water,377,245,559,3,422,50,0,208,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,Shrubland,64,16,53,8,64,4,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,Cropland,477,141,90,0,337,95,57,166,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,Built-up,192,21,52,16,201,0,17,61,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,Grassland,0,0,0,0,0,0,92,0,0,80,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,Water,0,0,0,0,0,0,0,0,0,793,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,Forest,0,0,0,0,0,0,441,0,0,453,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,Wetland,0,0,0,0,0,0,224,0,0,188,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,Bareland,0,0,0,0,0,0,41,0,0,50,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,Shrubland,0,0,0,0,0,0,4,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,Cropland,0,0,0,0,0,0,36,0,0,27,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,Built-up,0,0,0,0,0,0,7,0,0,12,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYB_M_R,Grassland,0,346,44,637,27,165,48,518,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYB_M_R,Wetland,0,243,0,117,18,4,50,210,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYB_M_R,Bareland,0,33,38,304,0,167,15,153,0,0,0,0
