Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R,Shrubland,3,2,1,1,2,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R,Grassland,0,18,1,1,10,18,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R,Cropland,50,0,24,9,10,26,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R,Wetland,34,17,1,0,7,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R,Bareland,71,18,0,4,24,34,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R,Built-up,10,2,5,0,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R,Water,89,22,55,0,0,42,5,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R,Forest,54,18,17,12,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R,Permanent_ice_and_snow,11,0,6,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQD_M_R,Shrubland,0,0,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQD_M_R,Grassland,0,0,0,0,27,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQD_M_R,Cropland,0,0,0,0,26,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQD_M_R,Wetland,0,0,0,0,20,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQD_M_R,Bareland,0,0,0,0,56,0,0,27,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQD_M_R,Water,0,0,0,0,0,0,0,64,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQD_M_R,Forest,0,0,0,0,29,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQD_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQD_M_R,Water,34,35,21,20,0,32,28,0,53,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQD_M_R,Cropland,31,0,9,13,2,27,2,0,29,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQD_M_R,Built-up,5,5,1,0,0,4,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQD_M_R,Forest,38,39,17,23,8,0,10,0,38,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQD_M_R,Grassland,0,20,0,3,2,17,3,0,21,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQD_M_R,Wetland,17,13,1,1,0,11,0,0,11,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQD_M_R,Bareland,32,35,0,39,4,25,11,0,34,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQD_M_R,Permanent_ice_and_snow,3,5,4,4,0,6,0,0,3,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQD_M_R,Cropland,0,0,0,0,2,0,2,0,0,11,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQD_M_R,Forest,0,0,0,0,8,0,10,0,0,11,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQD_M_R,Grassland,0,0,0,0,2,0,3,0,0,34,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQD_M_R,Wetland,0,0,0,0,0,0,0,0,0,57,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQD_M_R,Bareland,0,0,0,0,4,0,11,0,0,10,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQD_M_R,Water,0,0,0,0,0,0,28,0,0,15,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQD_M_R,Grassland,0,27,0,4,6,17,16,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQD_M_R,Bareland,0,24,0,9,49,22,7,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQD_M_R,Water,0,49,9,2,0,9,11,0,0,0,0
