Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R,Shrubland,3,3,3,1,1,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R,Grassland,0,15,5,5,1,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R,Cropland,76,0,65,25,18,58,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R,Wetland,29,5,16,0,11,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R,Lichens_and_Mosses,2,2,1,1,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R,Bareland,91,46,0,22,43,60,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R,Built-up,15,9,10,0,5,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R,Water,117,44,115,7,0,97,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R,Forest,85,44,66,31,26,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R,Permanent_ice_and_snow,5,1,3,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,Shrubland,0,0,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,Grassland,0,0,0,0,19,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,Cropland,0,0,0,0,61,0,0,7,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,Wetland,0,0,0,0,21,0,0,13,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,Bareland,0,0,0,0,99,0,0,45,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,Built-up,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,Water,0,0,0,0,0,0,0,117,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,Forest,0,0,0,0,73,0,0,30,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,Water,62,34,47,36,0,46,48,0,103,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,Cropland,53,0,41,25,9,39,19,0,73,9,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,Bareland,64,33,0,44,12,36,24,0,83,14,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,Built-up,9,8,6,0,0,7,0,0,12,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,Forest,56,46,42,31,16,0,25,0,83,9,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,Grassland,0,12,4,5,3,10,3,0,16,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,Wetland,1,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,Permanent_ice_and_snow,4,1,1,0,0,1,0,0,5,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,Grassland,0,30,6,11,9,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,Wetland,0,19,6,2,10,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,Bareland,0,57,0,22,63,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,Built-up,0,3,2,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,Water,0,68,53,10,0,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,Forest,0,55,29,33,54,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,Cropland,0,0,12,34,23,24,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,Cropland,0,0,0,0,9,0,19,0,0,0,1,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,Water,0,0,0,0,0,0,48,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,Forest,0,0,0,0,16,0,25,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,Grassland,0,0,0,0,3,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,Bareland,0,0,0,0,12,0,24,0,0,0,2,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,2,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,Cropland,11,0,14,0,12,16,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,Wetland,3,9,19,0,16,20,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,Built-up,4,10,10,0,3,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,Water,3,22,69,0,0,59,1,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,Forest,9,17,23,0,13,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,Grassland,0,9,11,0,5,10,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,Bareland,0,15,0,0,22,14,0,0,0,0,0,5
