,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQK_M_R,11222
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQK_M_R,11133
AMAZON_EXTENSION_2024_WorldCover_2021_20LQK_M_R,11014
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQK_M_R,10058
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQK_M_R,9971
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQK_M_R,8222
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQK_M_R,7078
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQK_M_R,1892
