Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R,Shrubland,3,3,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R,Grassland,0,9,21,5,11,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R,Cropland,57,9,39,3,18,40,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R,Wetland,125,0,73,1,73,86,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R,Bareland,77,10,0,1,33,50,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R,Built-up,18,1,14,0,5,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R,Water,209,66,167,11,0,158,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R,Forest,104,32,79,16,52,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R,Permanent_ice_and_snow,19,2,1,0,2,8,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,Cropland,0,1,0,0,0,0,0,27,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,Bareland,0,14,0,0,12,0,0,58,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,Forest,0,35,0,0,25,0,0,118,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,Wetland,0,0,0,0,8,0,0,201,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,Water,0,61,0,0,0,0,0,150,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,Grassland,0,12,0,0,7,0,0,63,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,Built-up,0,1,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,Shrubland,0,0,0,0,4,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,Grassland,0,0,0,0,26,0,0,0,16,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,Cropland,0,0,0,0,22,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,Wetland,0,0,0,0,89,0,0,0,42,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,Bareland,0,0,0,0,60,0,0,0,21,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,Built-up,0,0,0,0,7,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,Water,0,0,0,0,0,0,0,0,187,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,Forest,0,0,0,0,87,0,0,0,51,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,3,0,0
