Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRP_M_R,Water,58,61,36,52,0,105,106,0,0,145,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRP_M_R,Cropland,11,1,6,6,0,22,0,0,0,43,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRP_M_R,Wetland,11,0,9,12,8,42,41,0,0,57,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRP_M_R,Bareland,32,14,0,15,12,45,49,0,0,74,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRP_M_R,Built-up,8,1,2,0,0,7,10,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRP_M_R,Forest,39,35,31,30,25,0,71,0,0,85,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRP_M_R,Grassland,0,12,6,9,7,19,31,0,0,39,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRP_M_R,Permanent_ice_and_snow,1,0,2,0,0,7,9,0,0,11,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRP_M_R,Water,0,147,78,58,0,87,71,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRP_M_R,Grassland,0,52,5,16,31,30,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRP_M_R,Wetland,0,0,16,26,57,40,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRP_M_R,Bareland,0,50,0,12,26,15,16,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRP_M_R,Built-up,0,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRP_M_R,Forest,0,81,16,36,61,0,28,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRP_M_R,Cropland,0,17,4,11,18,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRP_M_R,Permanent_ice_and_snow,0,5,0,6,9,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRP_M_R,Water,30,55,64,0,0,83,45,0,0,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRP_M_R,Wetland,32,0,33,0,56,46,17,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRP_M_R,Forest,22,11,25,0,33,0,27,0,0,0,23
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRP_M_R,Cropland,2,1,2,0,4,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRP_M_R,Grassland,0,4,9,0,11,12,3,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRP_M_R,Bareland,0,2,0,0,17,6,3,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRP_M_R,Built-up,0,0,2,0,12,6,1,0,0,0,3
