Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,Bareland,0,8,0,0,6,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,Built-up,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,Water,0,29,0,0,0,0,0,44,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,Shrubland,0,0,0,0,4,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,Grassland,0,0,0,0,20,0,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,Cropland,0,0,0,0,2,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,Wetland,0,0,0,0,38,0,0,0,22,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,Bareland,0,0,0,0,49,0,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,Water,0,0,0,0,0,0,0,0,85,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,Forest,0,0,0,0,51,0,0,0,25,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,Built-up,0,0,0,0,8,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,Water,49,29,15,28,0,55,29,0,0,76,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,Cropland,8,1,3,4,0,8,0,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,Wetland,19,0,0,2,7,26,6,0,0,24,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,Bareland,33,8,0,32,6,27,31,0,0,51,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,Built-up,8,0,4,0,0,7,4,0,0,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,Forest,45,26,13,23,12,0,37,0,0,63,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,Grassland,0,12,6,10,4,23,19,0,0,28,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,Permanent_ice_and_snow,2,0,0,0,0,3,3,0,0,4,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,Grassland,0,11,9,21,25,25,18,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,Bareland,0,0,0,23,12,18,17,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,Forest,0,19,9,36,39,0,24,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,Water,0,33,42,26,0,32,10,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,Wetland,0,0,1,9,27,22,11,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,Cropland,0,0,1,9,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,Permanent_ice_and_snow,0,0,0,2,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPP_M_R,Water,23,27,29,0,0,52,4,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPP_M_R,Wetland,22,0,3,0,32,34,3,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPP_M_R,Bareland,1,0,0,0,6,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPP_M_R,Built-up,5,1,4,0,6,6,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPP_M_R,Forest,21,10,17,0,21,0,8,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPP_M_R,Cropland,2,1,5,0,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPP_M_R,Grassland,0,7,6,0,9,11,4,0,0,0,4
