Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R,Shrubland,3,3,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R,Grassland,0,15,13,6,5,27,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R,Cropland,35,1,8,6,1,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R,Wetland,64,0,12,0,19,40,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R,Bareland,60,1,0,6,29,38,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R,Built-up,19,0,11,0,3,17,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R,Water,109,58,41,3,0,83,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R,Forest,78,38,32,11,29,0,4,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R,Permanent_ice_and_snow,8,1,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,Grassland,0,12,0,0,4,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,Cropland,0,1,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,Forest,0,26,0,0,12,0,0,61,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,Wetland,0,0,0,0,7,0,0,77,0,0,0
