Dataset,MajorityClass,Forest,Built-up,Cropland,Wetland,Bareland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R,Grassland,273,77,10,43,49,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R,Non_Wetland,4,1,0,0,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R,Forest,0,37,3,25,22,84,477,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R,Shrubland,11,3,0,1,1,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R,Wetland,232,12,0,0,18,74,367,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R,Bareland,33,14,0,1,0,22,96,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R,Built-up,79,0,2,0,9,1,126,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R,Water,403,9,0,110,78,0,375,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R,Cropland,42,8,0,0,1,0,41,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,Non_Wetland,1,1,0,6,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,Shrubland,6,6,0,5,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,Grassland,131,56,0,156,60,36,0,18,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,Bareland,22,11,0,34,0,45,64,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,Built-up,9,0,0,17,49,0,85,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,Forest,0,83,0,438,55,162,601,31,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,Wetland,96,9,0,0,5,84,333,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,Water,161,24,0,221,6,0,488,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,Cropland,12,6,0,21,3,0,33,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLS_M_R,Grassland,0,0,0,102,0,19,0,0,507,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLS_M_R,Wetland,0,0,0,0,0,5,0,0,181,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLS_M_R,Forest,0,0,0,245,0,91,0,0,722,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLS_M_R,Shrubland,0,0,0,0,0,0,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLS_M_R,Built-up,0,0,0,8,0,0,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLS_M_R,Water,0,0,0,314,0,0,0,0,318,0,0,0
