Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXM_M_R
4728,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4729,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4730,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4731,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
4732,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
4733,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4734,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4735,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4736,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4737,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
4738,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4739,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4740,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4741,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4742,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4743,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
4744,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4745,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4746,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4747,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4748,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4749,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4750,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
4751,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4752,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
4753,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4754,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
4755,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
4756,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
4757,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
4758,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
4759,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
4760,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
4761,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4762,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Bareland
4763,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Forest,NULL
4764,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
4765,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
4766,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4767,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4768,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4769,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4770,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4771,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4772,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4773,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4774,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4775,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4776,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4777,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4778,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4779,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4780,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4781,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4782,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4783,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4784,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4785,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4786,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4787,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4788,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4789,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4790,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4791,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4792,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4793,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4794,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4795,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4796,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4797,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4798,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
4799,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4800,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4801,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4802,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4803,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4804,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
4805,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4806,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4807,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4808,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4809,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
4810,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
4811,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4812,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4813,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4814,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4815,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4816,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4817,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4818,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4819,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4820,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4821,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4822,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4823,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4824,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4825,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4826,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4827,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4828,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4829,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4830,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4831,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4832,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4833,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4834,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4835,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4836,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4837,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4838,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4839,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4840,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4841,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4842,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4843,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4844,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4845,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4846,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4847,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4848,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4849,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4850,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4851,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4852,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4853,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4854,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4855,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4856,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4857,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
4858,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4859,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4860,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
4861,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4862,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4863,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4864,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4865,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4866,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4867,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4868,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4869,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4870,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4871,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4872,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4873,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4874,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4875,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4876,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4877,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4878,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4879,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4880,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4881,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4882,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4883,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4884,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4885,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4886,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4887,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4888,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4889,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4890,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4891,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4892,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4893,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4894,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4895,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4896,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4897,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
4898,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4899,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4900,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4901,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
4902,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4903,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4904,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
4905,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Built-up
4906,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4907,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,NULL
4908,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4909,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4910,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4911,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4912,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4913,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4914,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4915,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4916,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4917,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4918,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4919,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4920,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4921,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4922,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4923,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4924,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4925,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4926,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4927,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4928,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4929,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4930,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4931,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4932,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4933,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4934,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4935,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4936,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4937,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4938,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4939,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4940,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4941,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4942,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4943,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4944,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4945,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4946,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4947,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4948,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4949,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4950,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4951,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4952,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4953,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4954,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4955,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4956,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4957,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4958,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4959,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
4960,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4961,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4962,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4963,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4964,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
4965,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4966,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4967,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4968,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4969,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4970,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4971,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
4972,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4973,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
4974,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4975,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4976,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4977,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4978,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
4979,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4980,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4981,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4982,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4983,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4984,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
4985,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
4986,Grassland,Cropland,Water,NULL,Water,NULL,Water,Grassland
4987,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4988,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4989,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4990,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4991,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4992,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4993,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4994,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4995,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4996,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4997,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
4998,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4999,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5000,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5001,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5002,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5003,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5004,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5005,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5006,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5007,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5008,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5009,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5010,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5011,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5012,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5013,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5014,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5015,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5016,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5017,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5018,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5019,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5020,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5021,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5022,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5023,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5024,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5025,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5026,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5027,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5028,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5029,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5030,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5031,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5032,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5033,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5034,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5035,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5036,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5037,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
5038,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5039,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5040,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5041,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
