Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R,Shrubland,3,3,3,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R,Grassland,0,39,29,23,13,4,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R,Cropland,100,0,48,49,27,20,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R,Wetland,109,48,0,53,0,59,18,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R,Lichens_and_Mosses,2,3,0,1,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R,Bareland,120,60,42,0,47,50,22,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R,Built-up,25,20,10,18,0,12,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R,Water,150,41,102,100,14,0,12,15,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R,Forest,78,36,65,30,11,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R,Permanent_ice_and_snow,15,0,0,17,3,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,Grassland,0,0,4,0,0,2,0,0,73,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,Cropland,0,0,13,0,0,6,0,0,65,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,Bareland,0,0,32,0,0,10,0,0,91,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,Built-up,0,0,3,0,0,1,0,0,10,0,0,0
