Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19NHH_M_R,Shrubland,3,3,3,1,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHH_M_R,Grassland,0,11,2,2,2,11,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHH_M_R,Cropland,10,3,0,1,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHH_M_R,Wetland,45,0,10,0,17,43,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHH_M_R,Bareland,11,7,0,0,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHH_M_R,Built-up,6,0,1,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHH_M_R,Water,55,41,38,0,0,70,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHH_M_R,Forest,49,22,20,2,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHH_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHH_M_R,Grassland,0,4,0,0,1,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHH_M_R,Cropland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHH_M_R,Bareland,0,5,0,0,0,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHH_M_R,Forest,0,25,0,0,11,0,0,45,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHH_M_R,Wetland,0,0,0,0,5,0,0,59,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHH_M_R,Water,0,46,0,0,0,0,0,22,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHH_M_R,Shrubland,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHH_M_R,Grassland,0,0,0,0,18,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHH_M_R,Wetland,0,0,0,0,53,0,0,0,24,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHH_M_R,Bareland,0,0,0,0,7,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHH_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHH_M_R,Water,0,0,0,0,0,0,0,0,67,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHH_M_R,Forest,0,0,0,0,49,0,0,0,20,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHH_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHH_M_R,Water,52,46,3,6,0,48,6,0,0,41,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHH_M_R,Wetland,21,0,0,0,5,22,3,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHH_M_R,Built-up,1,0,4,0,0,1,2,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHH_M_R,Forest,48,25,11,8,11,0,19,0,0,43,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHH_M_R,Grassland,0,4,2,1,1,10,7,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHH_M_R,Cropland,4,0,1,1,0,2,0,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHH_M_R,Bareland,5,5,0,1,0,6,0,0,0,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHH_M_R,Grassland,0,6,0,2,10,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHH_M_R,Forest,0,20,5,9,34,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHH_M_R,Wetland,0,0,4,1,31,13,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHH_M_R,Water,0,19,8,0,0,24,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHH_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHH_M_R,Bareland,0,1,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHH_M_R,Wetland,10,0,20,0,28,32,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHH_M_R,Water,8,21,12,0,0,46,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHH_M_R,Forest,9,6,3,0,19,0,4,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHH_M_R,Grassland,0,4,5,0,4,7,4,0,0,0,1
