Dataset,MajorityClass,Grassland,Bareland,Forest,Cropland,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R,Shrubland,178,24,99,40,26,2,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R,Grassland,0,53,127,112,21,2,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R,Non_Wetland,5,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R,Bareland,174,0,66,56,38,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R,Built-up,262,68,132,104,0,1,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R,Forest,620,75,0,193,80,21,103,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R,Cropland,550,163,343,0,138,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R,Wetland,117,1,61,1,1,0,48,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R,Water,154,24,149,10,8,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R,Non_Water,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R,Lichens_and_Mosses,3,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,Non_Wetland,2,1,2,0,0,6,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,Shrubland,49,39,32,0,5,26,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,Grassland,0,64,80,0,27,39,13,126,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,Cropland,400,347,211,0,185,31,6,404,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,Bareland,98,0,32,0,53,1,4,58,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,Built-up,65,128,32,0,0,0,13,90,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,Water,18,53,105,0,13,58,0,93,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,Forest,319,266,0,0,70,238,163,607,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,Wetland,13,2,23,0,0,0,88,54,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,Lichens_and_Mosses,1,0,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,Grassland,0,163,21,50,18,22,3,81,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,Non_Wetland,1,0,1,0,0,7,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,Forest,394,443,0,114,24,331,158,515,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,Bareland,36,0,2,53,24,3,0,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,Non_Water,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,Shrubland,61,69,7,22,5,31,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,Wetland,25,7,9,0,0,0,75,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,Built-up,109,206,14,68,0,17,2,82,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,Water,29,50,62,9,7,94,0,56,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,Cropland,365,484,102,0,134,36,3,202,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,Lichens_and_Mosses,2,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,Grassland,0,0,0,0,0,16,12,0,58,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,Wetland,0,0,0,0,0,0,4,0,97,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,Forest,0,0,0,0,0,179,94,0,476,0,0,0
