Dataset,MajorityClass,Grassland,Forest,Wetland,Cropland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,Non_Wetland,7,2,19,0,1,0,5,5,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,Forest,800,0,801,91,436,51,509,623,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,Wetland,233,43,0,0,26,0,231,73,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,Water,225,224,457,0,176,26,0,120,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,Shrubland,64,12,52,8,44,1,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,Built-up,123,20,38,6,126,0,8,37,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,Cropland,441,52,91,0,282,56,59,145,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,Bareland,52,0,2,6,0,0,15,8,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,Grassland,0,0,0,0,0,0,73,0,0,45,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,Water,0,0,0,0,0,0,0,0,0,495,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,Forest,0,0,0,0,0,0,250,0,0,304,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,Wetland,0,0,0,0,0,0,164,0,0,175,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,Shrubland,0,0,0,0,0,0,9,0,0,8,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,Cropland,0,0,0,0,0,0,18,0,0,10,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,Bareland,0,0,0,0,0,0,13,0,0,17,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,Built-up,0,0,0,0,0,0,9,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,Grassland,0,247,54,513,31,107,40,460,0,0,4
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,Wetland,1,158,0,82,21,2,34,159,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,Water,16,308,306,491,98,98,0,415,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,Forest,54,0,237,952,89,248,173,894,0,0,5
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,Built-up,0,28,1,148,4,0,7,85,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,Bareland,0,27,8,156,0,68,1,91,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,Shrubland,0,6,0,14,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,Cropland,2,148,2,0,2,75,4,268,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,Grassland,0,184,26,455,5,106,65,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,Wetland,0,129,0,67,7,8,123,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,Forest,0,0,164,468,0,341,462,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,Shrubland,0,48,5,84,0,20,13,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,Bareland,0,25,0,90,0,43,25,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,Water,0,200,87,104,11,77,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,Built-up,0,3,0,43,1,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,Cropland,0,80,0,0,1,67,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,Wetland,149,457,0,29,29,0,99,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,Forest,151,0,13,146,53,0,86,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,Shrubland,41,133,5,32,22,0,7,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,Cropland,90,155,1,0,78,0,22,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,Water,49,707,107,24,62,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,Bareland,1,36,2,22,0,0,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,Built-up,1,110,0,69,10,0,11,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,Grassland,0,208,21,106,85,0,50,0,0,0,0
