Dataset,MajorityClass,Forest,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R,Shrubland,57,44,7,43,3,4,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R,Grassland,141,0,35,151,20,19,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R,Non_Wetland,5,4,0,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R,Wetland,77,190,27,0,2,0,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R,Water,109,185,11,222,21,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R,Forest,0,216,21,233,11,29,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R,Cropland,147,179,0,107,22,21,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R,Lichens_and_Mosses,0,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R,Bareland,58,51,16,31,0,5,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R,Built-up,17,11,4,12,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R,Permanent_ice_and_snow,3,4,0,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,Non_Wetland,1,3,0,4,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,Shrubland,3,28,0,18,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,Grassland,21,0,0,76,13,0,0,57,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,Wetland,0,56,0,0,0,0,11,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,Forest,0,266,0,125,63,0,5,203,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,Cropland,15,132,0,47,10,0,0,62,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,Bareland,0,23,0,19,0,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,Water,1,91,0,58,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,Built-up,0,7,0,0,2,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,Non_Wetland,1,2,0,9,0,0,2,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,Grassland,29,0,10,153,14,2,44,30,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,Forest,0,316,1,250,35,2,25,210,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,Shrubland,12,33,1,32,8,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,Wetland,2,27,0,0,0,0,103,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,Cropland,29,193,0,95,14,0,38,31,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,Bareland,7,34,0,38,0,0,24,18,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,Built-up,0,23,0,7,2,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,Water,2,23,0,131,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,Grassland,0,0,0,15,0,0,24,0,330,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,Wetland,0,0,0,0,0,0,40,0,382,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,Forest,0,0,0,36,0,0,69,0,546,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,Water,0,0,0,67,0,0,0,0,155,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,Shrubland,0,0,0,0,0,0,0,0,85,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,Cropland,0,0,0,4,0,0,7,0,228,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,Bareland,0,0,0,0,0,0,1,0,88,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,Built-up,0,0,0,0,0,0,0,0,19,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRG_M_R,Grassland,0,0,0,0,0,0,24,0,0,14,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRG_M_R,Shrubland,0,0,0,0,0,0,3,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRG_M_R,Wetland,0,0,0,0,0,0,68,0,0,88,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRG_M_R,Cropland,0,0,0,0,0,0,17,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRG_M_R,Bareland,0,0,0,0,0,0,8,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRG_M_R,Water,0,0,0,0,0,0,0,0,0,137,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRG_M_R,Forest,0,0,0,0,0,0,57,0,0,31,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRG_M_R,Grassland,106,0,212,15,4,20,24,228,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRG_M_R,Wetland,81,16,61,0,9,6,40,143,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRG_M_R,Forest,0,103,240,36,17,14,69,280,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRG_M_R,Water,73,15,65,67,14,12,0,91,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRG_M_R,Shrubland,3,1,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRG_M_R,Bareland,35,11,53,0,0,7,1,66,0,0,0,0
