Dataset,MajorityClass,Forest,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R,Shrubland,60,112,27,24,4,12,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R,Grassland,187,0,140,62,10,17,31,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R,Non_Wetland,10,15,5,4,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R,Built-up,261,281,137,2,108,0,57,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R,Water,899,848,218,367,114,45,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R,Forest,0,957,300,241,40,117,390,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R,Cropland,687,1008,0,199,195,215,231,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R,Wetland,586,750,205,0,10,10,358,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R,Bareland,55,152,42,24,0,34,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R,Non_Water,2,3,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,Non_Wetland,5,1,0,22,0,0,5,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,Shrubland,17,22,0,63,16,8,31,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,Grassland,103,0,0,260,7,33,147,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,Wetland,129,53,0,0,74,2,654,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,Bareland,3,5,0,25,0,64,78,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,Forest,0,240,0,1067,113,108,606,133,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,Non_Water,0,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,Cropland,298,412,0,700,270,260,445,74,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,Built-up,49,61,0,75,113,0,69,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,Water,274,90,0,647,37,126,0,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,Wetland,0,0,0,0,0,0,25,0,1033,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,Grassland,0,0,0,95,0,0,15,0,470,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,Forest,0,0,0,412,0,0,122,0,1821,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,Bareland,0,0,0,12,0,0,23,0,82,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,Water,0,0,0,594,0,0,0,0,922,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,Shrubland,0,0,0,0,0,0,0,0,113,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,Cropland,0,0,0,166,0,0,61,0,1230,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,Built-up,0,0,0,27,0,0,23,0,129,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,Grassland,62,0,60,143,43,30,132,34,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,Non_Wetland,1,2,0,14,3,1,5,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,Forest,0,290,205,836,357,72,408,274,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,Wetland,222,47,39,0,226,4,511,26,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,Water,380,81,116,636,443,53,0,22,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,Non_Water,0,0,0,0,1,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,Shrubland,7,18,14,30,24,5,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,Built-up,27,60,55,57,234,0,10,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,Cropland,190,374,0,457,374,225,211,128,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,Bareland,1,3,14,18,0,20,22,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,Water,0,0,0,0,0,0,0,0,0,1213,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,Forest,0,0,0,0,0,0,388,0,0,472,0,0
