Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Shrubland,Cropland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NTC_M_R,Shrubland,3,3,3,1,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTC_M_R,Grassland,0,4,3,1,1,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTC_M_R,Cropland,14,2,8,1,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTC_M_R,Wetland,34,0,11,0,7,26,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTC_M_R,Built-up,8,0,3,0,1,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTC_M_R,Water,31,24,36,0,0,50,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTC_M_R,Forest,47,7,25,0,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTC_M_R,Bareland,12,4,0,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTC_M_R,Permanent_ice_and_snow,2,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTC_M_R,Shrubland,0,0,0,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTC_M_R,Forest,0,21,0,0,8,0,23,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTC_M_R,Wetland,0,0,0,0,4,0,37,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTC_M_R,Grassland,0,3,0,0,1,0,7,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTC_M_R,Cropland,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTC_M_R,Water,0,20,0,0,0,0,12,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTC_M_R,Bareland,0,1,0,0,1,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTC_M_R,Grassland,0,3,0,2,1,8,0,27,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTC_M_R,Forest,5,21,0,8,8,0,0,72,17,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTC_M_R,Cropland,1,0,0,0,0,6,0,19,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTC_M_R,Wetland,0,0,0,0,4,8,0,28,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTC_M_R,Bareland,2,1,0,3,1,5,0,23,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTC_M_R,Built-up,3,0,0,0,0,1,0,9,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTC_M_R,Water,2,20,0,0,0,21,0,45,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTC_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTC_M_R,Shrubland,1,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTC_M_R,Forest,24,9,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTC_M_R,Cropland,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTC_M_R,Wetland,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTC_M_R,Grassland,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTC_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTC_M_R,Forest,5,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTC_M_R,Shrubland,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTC_M_R,Cropland,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTC_M_R,Wetland,0,0,0,0,37,0,0,0,0,9,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTC_M_R,Water,0,0,0,0,0,0,0,0,0,41,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTC_M_R,Forest,0,0,0,0,27,0,0,0,0,21,0
