Dataset,MajorityClass,Cropland,Bareland,Built-up,Water,Forest,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R,Grassland,169,86,100,79,324,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R,Non_Wetland,0,1,0,0,3,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R,Bareland,21,0,48,29,66,0,161,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R,Built-up,99,142,0,80,298,0,309,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R,Water,64,270,52,0,727,46,723,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R,Forest,159,147,171,176,0,51,834,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R,Shrubland,20,21,11,4,51,3,65,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R,Cropland,0,109,127,21,312,2,383,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R,Wetland,9,5,0,22,71,0,90,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R,Non_Water,0,1,0,0,3,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,Non_Wetland,0,0,0,1,0,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,Shrubland,0,12,9,19,13,3,43,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,Grassland,0,84,55,146,92,3,0,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,Cropland,0,119,86,49,96,1,483,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,Bareland,0,0,31,57,11,0,102,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,Built-up,0,161,0,103,49,0,215,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,Water,0,50,119,0,161,1,517,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,Forest,0,178,122,406,0,46,702,66,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,Non_Water,0,0,0,5,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,Wetland,0,0,0,91,7,0,36,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,Grassland,54,107,84,86,115,67,0,29,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,Bareland,7,0,36,3,18,0,92,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,Built-up,12,190,0,44,32,22,208,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,Water,3,155,219,0,173,59,298,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,Forest,65,219,155,302,0,208,607,69,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,Non_Wetland,0,0,0,1,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,Non_Water,0,0,2,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,Shrubland,6,17,12,9,12,13,25,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,Cropland,0,144,141,30,124,32,355,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,Wetland,0,13,10,19,14,0,41,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,Grassland,0,0,0,12,0,57,0,0,121,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,Wetland,0,0,0,0,0,0,0,0,61,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,Shrubland,0,0,0,0,0,0,0,0,19,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,Cropland,0,0,0,1,0,8,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,Bareland,0,0,0,0,0,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,Water,0,0,0,0,0,274,0,0,131,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,Built-up,0,0,0,9,0,27,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,Forest,0,0,0,64,0,139,0,0,327,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,Grassland,0,0,0,101,0,0,0,0,0,138,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,Water,0,0,0,0,0,0,0,0,0,728,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,Forest,0,0,0,188,0,0,0,0,0,292,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,Shrubland,0,0,0,6,0,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,Cropland,0,0,0,19,0,0,0,0,0,20,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,Bareland,0,0,0,28,0,0,0,0,0,20,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,Wetland,0,0,0,23,0,0,0,0,0,74,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,Built-up,0,0,0,50,0,0,0,0,0,51,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,Grassland,410,62,222,12,219,57,0,463,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,Bareland,139,0,126,0,28,10,4,142,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,Built-up,189,24,0,9,82,27,15,227,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,Water,385,179,293,0,207,274,37,546,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,Forest,475,79,229,64,0,139,111,755,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,Cropland,0,3,122,1,110,8,19,222,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,Wetland,10,0,3,0,7,0,0,23,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,Grassland,394,10,226,168,158,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,Water,126,11,180,0,85,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,Forest,335,2,364,376,0,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,Bareland,66,0,102,20,12,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,Built-up,76,7,0,22,18,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,Shrubland,1,0,0,1,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,Wetland,14,0,12,21,8,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,Cropland,0,7,102,11,47,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,Bareland,22,0,0,15,29,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,Water,11,70,0,0,463,47,57,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,Forest,121,57,0,129,0,25,101,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,Cropland,0,65,0,22,134,0,63,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,Built-up,150,60,0,68,214,1,67,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,Shrubland,3,1,0,2,13,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,Wetland,2,6,0,7,51,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,Grassland,115,92,0,119,273,19,0,0,0,0,0,5
