Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R,Shrubland,2,2,2,1,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R,Grassland,0,2,2,1,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R,Cropland,36,0,29,19,13,28,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R,Wetland,15,5,17,0,17,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R,Bareland,57,33,0,8,43,54,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R,Built-up,9,6,8,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R,Water,25,4,62,0,0,49,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R,Forest,47,27,37,21,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KND_M_R,Grassland,0,0,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KND_M_R,Cropland,0,0,0,0,7,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KND_M_R,Wetland,0,0,0,0,13,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KND_M_R,Bareland,0,0,0,0,65,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KND_M_R,Water,0,0,0,0,0,0,0,62,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KND_M_R,Forest,0,0,0,0,33,0,0,17,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KND_M_R,Water,13,14,27,20,0,13,36,0,27,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KND_M_R,Cropland,36,0,23,23,2,17,1,0,34,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KND_M_R,Bareland,28,39,0,44,10,25,32,0,31,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KND_M_R,Built-up,7,5,4,0,0,3,0,0,7,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KND_M_R,Forest,37,39,43,28,16,0,27,0,39,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KND_M_R,Grassland,0,4,0,0,0,2,0,0,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KND_M_R,Wetland,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KND_M_R,Grassland,0,8,0,3,3,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KND_M_R,Wetland,0,1,10,0,10,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KND_M_R,Bareland,0,7,0,5,41,55,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KND_M_R,Built-up,0,2,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KND_M_R,Forest,0,22,11,17,29,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KND_M_R,Water,0,9,44,1,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KND_M_R,Cropland,0,0,3,22,2,28,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KND_M_R,Bareland,0,0,0,0,10,0,32,0,0,0,6
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KND_M_R,Forest,0,0,0,0,16,0,27,0,0,0,3
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KND_M_R,Cropland,0,0,0,0,2,0,1,0,0,0,2
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KND_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KND_M_R,Water,0,0,0,0,0,0,36,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KND_M_R,Water,1,10,35,0,0,20,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KND_M_R,Forest,6,14,21,0,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KND_M_R,Cropland,1,0,5,0,1,10,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KND_M_R,Grassland,0,4,6,0,2,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KND_M_R,Wetland,0,16,23,0,8,14,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KND_M_R,Bareland,0,18,0,0,20,12,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KND_M_R,Built-up,0,8,1,0,0,6,0,0,0,0,0
