Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Grassland,574,91,113,120,141,90,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Shrubland,42,5,4,6,4,2,92,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Non_Wetland,5,1,0,0,4,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Cropland,401,0,81,127,12,9,652,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Wetland,280,0,7,5,0,83,647,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Bareland,441,78,0,135,73,210,753,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Built-up,176,26,65,0,1,5,294,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Water,1187,2,319,34,259,0,1511,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Forest,0,31,53,86,185,226,1120,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Non_Water,0,0,0,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R,Permanent_ice_and_snow,1,0,0,0,0,2,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Grassland,90,232,843,165,290,209,0,73,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Non_Wetland,0,0,4,1,5,0,5,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Bareland,7,91,0,57,24,43,155,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Forest,0,130,1007,144,616,473,1017,80,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Water,219,31,1308,17,570,0,625,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Wetland,23,6,215,1,0,242,306,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Non_Water,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Shrubland,3,12,41,13,11,4,33,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Built-up,9,21,267,0,8,12,86,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Cropland,20,0,450,184,31,34,312,48,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,Permanent_ice_and_snow,0,0,5,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Shrubland,9,0,18,3,7,4,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Non_Wetland,3,0,2,0,7,0,2,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Grassland,212,0,414,82,302,298,0,274,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Cropland,146,0,231,76,96,68,528,198,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Wetland,153,0,139,0,0,267,422,20,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Bareland,104,0,0,39,57,183,388,91,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Built-up,26,0,135,0,28,27,147,78,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Water,407,0,656,18,448,0,976,184,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Forest,0,0,695,102,569,461,1089,387,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Non_Water,1,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMQ_M_R,Grassland,0,0,0,0,129,59,0,0,905,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMQ_M_R,Wetland,0,0,0,0,0,12,0,0,605,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMQ_M_R,Forest,0,0,0,0,393,119,0,0,1272,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMQ_M_R,Bareland,0,0,0,0,71,98,0,0,218,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMQ_M_R,Water,0,0,0,0,448,0,0,0,912,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMQ_M_R,Shrubland,0,0,0,0,0,0,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMQ_M_R,Cropland,0,0,0,0,9,10,0,0,144,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMQ_M_R,Built-up,0,0,0,0,1,8,0,0,40,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMQ_M_R,Grassland,0,0,0,0,0,383,0,0,0,226,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMQ_M_R,Bareland,0,0,0,0,0,385,0,0,0,180,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMQ_M_R,Shrubland,0,0,0,0,0,6,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMQ_M_R,Wetland,0,0,0,0,0,318,0,0,0,184,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMQ_M_R,Cropland,0,0,0,0,0,42,0,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMQ_M_R,Forest,0,0,0,0,0,489,0,0,0,340,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMQ_M_R,Built-up,0,0,0,0,0,11,0,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMQ_M_R,Water,0,0,0,0,0,0,0,0,0,701,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMQ_M_R,Grassland,335,422,276,355,129,59,0,500,0,0,66,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMQ_M_R,Wetland,49,25,172,42,0,12,115,81,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMQ_M_R,Bareland,158,245,0,369,71,98,194,386,0,0,22,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMQ_M_R,Forest,0,401,462,387,393,119,499,541,0,0,25,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMQ_M_R,Cropland,134,0,48,211,9,10,156,255,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMQ_M_R,Built-up,41,78,6,0,1,8,52,116,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMQ_M_R,Water,344,281,592,353,448,0,475,472,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMQ_M_R,Shrubland,3,3,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMQ_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMQ_M_R,Forest,0,568,6,242,208,839,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMQ_M_R,Grassland,220,1148,20,191,110,424,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMQ_M_R,Bareland,150,526,0,175,40,334,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMQ_M_R,Wetland,116,214,0,18,0,272,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMQ_M_R,Built-up,10,121,12,0,2,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMQ_M_R,Water,129,425,25,66,154,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMQ_M_R,Shrubland,2,27,0,7,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMQ_M_R,Cropland,19,0,18,39,2,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMQ_M_R,Permanent_ice_and_snow,0,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMQ_M_R,Cropland,117,0,254,0,6,35,131,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMQ_M_R,Bareland,242,55,0,0,37,168,87,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMQ_M_R,Forest,0,97,119,0,25,141,78,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMQ_M_R,Wetland,517,7,32,0,0,221,33,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMQ_M_R,Water,799,31,144,0,196,0,110,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMQ_M_R,Shrubland,19,6,16,0,0,7,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMQ_M_R,Built-up,134,94,85,0,1,26,49,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMQ_M_R,Grassland,570,177,281,0,188,300,0,0,0,0,0,27
