Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Shrubland,430,113,140,78,114,172,75,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Non_Wetland,0,0,0,0,0,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Grassland,0,269,70,41,81,111,130,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Bareland,593,124,0,98,87,80,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Built-up,406,151,165,0,26,157,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Water,1756,565,568,105,0,398,512,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Forest,1256,322,125,54,269,0,281,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Cropland,760,0,280,127,128,258,91,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Non_Water,6,5,2,0,9,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Wetland,1293,518,238,29,460,279,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R,Permanent_ice_and_snow,6,0,2,1,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,Non_Wetland,4,0,0,0,0,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,Shrubland,86,0,70,32,70,63,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,Grassland,0,0,55,64,89,248,0,459,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,Cropland,595,0,177,349,69,187,0,483,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,Bareland,157,0,0,165,277,53,0,205,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,Built-up,121,0,105,0,87,35,0,175,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,Water,337,0,294,136,0,628,0,1179,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,Forest,231,0,316,189,108,0,0,1067,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,Non_Water,3,0,3,0,10,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,Wetland,231,0,235,37,645,867,0,996,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Non_Wetland,1,0,0,0,3,3,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Grassland,0,90,86,19,118,252,0,499,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Bareland,284,74,0,38,116,23,0,300,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Built-up,223,80,213,0,25,56,0,221,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Water,909,135,387,42,0,706,0,1358,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Forest,357,188,299,25,133,0,0,1131,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Non_Water,4,0,1,0,7,4,0,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Shrubland,144,19,55,11,39,66,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Cropland,567,0,291,125,113,207,0,549,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Wetland,488,74,232,9,455,721,0,1138,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,Permanent_ice_and_snow,2,2,2,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,Shrubland,0,0,0,0,0,0,0,0,445,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,Grassland,0,0,0,0,9,0,145,0,580,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,Water,0,0,0,0,0,0,1002,0,1199,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,Cropland,0,0,0,0,3,0,70,0,358,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,Forest,0,0,0,0,25,0,414,0,900,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,Bareland,0,0,0,0,1,0,92,0,131,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,Wetland,0,0,0,0,27,0,0,0,2055,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,Built-up,0,0,0,0,0,0,21,0,28,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,Water,0,0,0,0,0,0,0,0,0,1791,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,Shrubland,0,0,0,0,162,0,0,0,0,136,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,Grassland,0,0,0,0,246,0,0,0,0,251,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,Bareland,0,0,0,0,192,0,0,0,0,194,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,Built-up,0,0,0,0,26,0,0,0,0,53,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,Cropland,0,0,0,0,160,0,0,0,0,172,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,Wetland,0,0,0,0,856,0,0,0,0,629,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,Forest,0,0,0,0,373,0,0,0,0,349,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,Grassland,0,819,117,149,9,365,145,305,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,Bareland,8,821,0,291,1,158,92,280,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,Built-up,36,366,49,0,0,84,21,133,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,Water,263,1653,423,186,0,722,1002,915,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,Forest,300,1024,175,133,25,0,414,535,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,Cropland,109,0,38,173,3,242,70,228,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,Shrubland,28,137,44,15,0,93,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,Wetland,148,716,161,36,27,295,0,273,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,Permanent_ice_and_snow,0,11,0,0,0,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,Grassland,0,404,6,183,242,253,216,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,Shrubland,0,85,4,176,165,108,118,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,Bareland,0,152,0,304,172,97,37,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,Built-up,0,65,12,0,16,7,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,Forest,0,338,4,282,499,0,369,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,Water,0,40,37,120,0,46,426,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,Wetland,0,130,0,118,689,157,0,0,0,0,0,0
