Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R,Shrubland,229,40,42,151,59,38,36,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R,Grassland,0,94,49,146,42,18,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R,Non_Wetland,7,0,0,6,1,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R,Bareland,135,23,0,70,34,9,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R,Built-up,184,41,51,142,0,4,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R,Water,343,3,144,417,7,0,71,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R,Forest,748,195,148,0,103,281,72,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R,Cropland,560,0,134,380,146,27,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R,Wetland,40,0,3,18,4,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R,Non_Water,2,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,Non_Wetland,3,0,1,2,0,4,9,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,Shrubland,87,0,42,28,13,35,51,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,Grassland,0,0,54,80,13,41,107,159,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,Cropland,511,0,182,216,77,48,121,447,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,Wetland,7,0,8,2,0,23,0,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,Bareland,119,0,0,13,14,49,6,71,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,Built-up,123,0,92,12,0,13,6,118,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,Water,215,0,42,123,13,0,122,413,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,Forest,519,0,276,0,76,472,423,965,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,Non_Water,0,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,Wetland,0,0,0,0,0,1,0,0,168,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,Grassland,0,0,0,0,0,7,0,0,186,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,Forest,0,0,0,0,0,96,96,0,880,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,Shrubland,0,0,0,0,0,0,0,0,136,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,Bareland,0,0,0,0,0,1,2,0,16,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,Water,0,0,0,0,0,0,176,0,205,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,Cropland,0,0,0,0,0,2,1,0,231,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,Built-up,0,0,0,0,0,5,0,0,43,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,Grassland,0,70,132,44,17,22,72,148,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,Non_Wetland,3,0,6,0,0,0,13,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,Wetland,14,0,34,0,0,1,0,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,Forest,474,140,760,0,39,215,514,755,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,Bareland,64,23,0,3,9,6,5,27,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,Water,64,1,474,137,17,0,134,324,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,Non_Water,0,0,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,Shrubland,69,18,102,16,10,20,56,0,0,0,0,0
