,0
Forest,22425
Water,19738
Cropland,16582
Grassland,12832
Wetland,11780
Built-up,6341
Bareland,6232
Shrubland,6060
Non_Wetland,5180
Non_Water,1333
Permanent_ice_and_snow,7
