Dataset,MajorityClass,Forest,Built-up,Wetland,Grassland,Water,Bareland,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,Shrubland,2,0,6,5,3,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,Wetland,14,0,0,51,141,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,Built-up,1,0,14,11,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,Water,44,0,241,34,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,Cropland,0,0,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,Grassland,0,0,8,0,0,0,0,86,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,Wetland,0,0,0,0,18,0,0,151,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,Forest,0,0,122,0,49,0,0,488,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,Shrubland,0,0,0,0,0,0,0,16,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,Water,0,0,168,0,0,0,0,194,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,Bareland,0,0,1,0,0,0,0,14,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,Built-up,0,0,0,0,0,0,0,16,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,Cropland,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,Non_Wetland,0,0,5,1,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,Forest,0,0,288,201,133,47,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,Grassland,0,0,37,0,0,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,Shrubland,0,0,10,4,1,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,Wetland,11,0,0,61,118,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,Bareland,0,0,9,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,Water,17,0,226,18,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,Built-up,0,0,2,10,0,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,Cropland,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,Wetland,0,0,0,0,124,0,0,0,93,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,Grassland,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,Bareland,0,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,Water,0,0,0,0,0,0,0,0,136,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,Forest,0,0,0,0,125,0,0,0,57,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,Grassland,25,9,8,0,0,20,61,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,Wetland,8,3,0,2,18,53,39,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,Forest,0,19,122,57,49,135,121,0,0,9,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,Bareland,0,4,1,0,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,Water,34,2,168,8,0,101,32,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,Built-up,1,0,0,2,0,2,5,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,Cropland,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,Grassland,23,29,3,0,7,0,0,0,0,29,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,Bareland,0,4,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,Water,77,0,105,0,0,25,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,Wetland,76,19,0,0,95,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,Forest,0,31,68,0,155,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,Wetland,344,0,0,13,93,14,0,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,Forest,0,0,0,5,4,0,0,0,0,7,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,Water,348,0,8,2,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,Grassland,71,0,0,0,3,1,0,0,0,11,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,Bareland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,Built-up,3,0,0,0,0,0,0,0,0,0,0,0
