Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVJ_M_R
12438,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12439,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12440,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12441,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12442,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
12443,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12444,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12445,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
12446,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12447,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12448,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12449,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
12450,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12451,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12452,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12453,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12454,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12455,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
12456,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
12457,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12458,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
12459,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
12460,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12461,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
12462,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
12463,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
12464,Forest,Built-up,Wetland,NULL,NULL,NULL,NULL,Forest
12465,Forest,Built-up,Wetland,NULL,NULL,NULL,Built-up,Grassland
12466,Forest,Built-up,Wetland,NULL,NULL,Grassland,NULL,Grassland
12467,Forest,Built-up,Wetland,NULL,NULL,Grassland,Built-up,Grassland
12468,Forest,Built-up,Wetland,NULL,NULL,Bareland,Bareland,Grassland
12469,Forest,Built-up,Wetland,NULL,NULL,Bareland,Built-up,Grassland
12470,Forest,Built-up,Wetland,NULL,NULL,Built-up,Built-up,Forest
12471,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
12472,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
12473,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Cropland
12474,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
12475,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
12476,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
12477,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
12478,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
12479,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Cropland
12480,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
12481,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Built-up
12482,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
12483,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Grassland
12484,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Wetland
12485,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Water
12486,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
12487,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Cropland
12488,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
12489,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Built-up
12490,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
12491,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
12492,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Cropland
12493,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
12494,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Water
12495,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
12496,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Grassland
12497,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Wetland
12498,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Built-up
12499,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
12500,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12501,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Cropland
12502,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Wetland
12503,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
12504,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12505,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
12506,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
12507,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
12508,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Cropland
12509,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
12510,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
12511,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
12512,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
12513,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Built-up
12514,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
12515,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
12516,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12517,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12518,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12519,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
12520,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
12521,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
12522,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Wetland
12523,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
12524,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
12525,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Bareland
12526,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
12527,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
12528,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
12529,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
12530,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
12531,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
12532,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
12533,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Built-up
12534,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
12535,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
12536,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Cropland
12537,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Built-up
12538,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
12539,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
12540,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
12541,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
12542,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
12543,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
12544,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
12545,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Built-up
12546,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Forest
12547,Forest,Built-up,Wetland,NULL,Wetland,Water,NULL,Forest
12548,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Grassland
12549,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Wetland
12550,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
12551,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Wetland
12552,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Built-up
12553,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
12554,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
12555,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Wetland
12556,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
12557,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Wetland
12558,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
12559,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Wetland
12560,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Built-up
12561,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
12562,Forest,Built-up,Wetland,Non_Water,NULL,Grassland,Built-up,Grassland
12563,Forest,Built-up,Wetland,Non_Water,NULL,Built-up,Built-up,Grassland
12564,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12565,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
12566,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
12567,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12568,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
12569,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12570,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
12571,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
12572,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Wetland
12573,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Built-up
12574,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12575,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Cropland
12576,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12577,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
12578,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest,Water
12579,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
12580,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
12581,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
12582,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
12583,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Wetland
12584,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12585,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12586,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
12587,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
12588,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,NULL,Water
12589,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12590,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
12591,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Cropland
12592,Forest,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Cropland
12593,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
12594,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
12595,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
12596,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Wetland
12597,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12598,Forest,Built-up,Wetland,Water,NULL,NULL,NULL,Forest
12599,Forest,Built-up,Wetland,Water,NULL,Bareland,NULL,Forest
12600,Forest,Built-up,Wetland,Water,NULL,Bareland,Water,Grassland
12601,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
12602,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
12603,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
12604,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
12605,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
12606,Forest,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
12607,Forest,Built-up,Wetland,Water,Wetland,NULL,Water,Cropland
12608,Forest,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
12609,Forest,Built-up,Wetland,Water,Wetland,NULL,Forest,Grassland
12610,Forest,Built-up,Wetland,Water,Wetland,Wetland,NULL,Wetland
12611,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
12612,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
12613,Forest,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Wetland
12614,Forest,Built-up,Wetland,Water,Wetland,Forest,Water,Wetland
12615,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12616,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Built-up
12617,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
12618,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
12619,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
12620,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
12621,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Built-up
12622,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
12623,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12624,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12625,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12626,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
12627,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12628,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12629,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
12630,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12631,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
12632,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12633,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
12634,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
12635,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12636,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12637,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12638,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12639,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
12640,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
12641,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
12642,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
12643,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
12644,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
12645,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
12646,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
12647,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
12648,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
12649,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
12650,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12651,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
12652,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12653,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
12654,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12655,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
12656,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
12657,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12658,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12659,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
12660,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
12661,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
12662,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12663,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
12664,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
12665,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
12666,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
12667,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
12668,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
12669,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12670,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12671,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
12672,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12673,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12674,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12675,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12676,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12677,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12678,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
12679,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
12680,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12681,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
12682,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
12683,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
12684,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
12685,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
12686,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
12687,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
12688,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
12689,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
12690,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
12691,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
12692,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
12693,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12694,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12695,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12696,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12697,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
12698,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
12699,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
12700,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
12701,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
12702,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
12703,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
12704,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12705,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
12706,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
12707,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
12708,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
12709,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
12710,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
12711,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
12712,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
12713,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
12714,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12715,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Cropland
12716,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Water
12717,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12718,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
12719,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12720,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Wetland
12721,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12722,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
12723,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12724,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12725,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
12726,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12727,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
12728,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
12729,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Cropland
12730,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
12731,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Built-up
12732,Forest,Built-up,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
12733,Forest,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
12734,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
12735,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
12736,Forest,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
12737,Forest,Built-up,Built-up,Water,Non_Wetland,Water,Water,Wetland
12738,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
12739,Forest,Built-up,Water,NULL,Water,NULL,Water,Forest
12740,Forest,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
12741,Forest,Built-up,Water,NULL,Water,Wetland,Water,Forest
12742,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
12743,Forest,Built-up,Water,NULL,Water,Water,NULL,Forest
12744,Forest,Built-up,Water,NULL,Water,Forest,Water,Forest
12745,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
12746,Forest,Built-up,Water,Non_Water,Water,Grassland,NULL,Forest
12747,Forest,Built-up,Water,Non_Water,Water,Wetland,Water,Wetland
12748,Forest,Built-up,Water,Non_Water,Water,Forest,NULL,Forest
12749,Forest,Built-up,Water,Water,Water,NULL,NULL,Wetland
12750,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
12751,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
12752,Forest,Built-up,Water,Water,Water,NULL,Water,Forest
12753,Forest,Built-up,Water,Water,Water,Wetland,Forest,Forest
12754,Forest,Built-up,Water,Water,Water,Forest,NULL,Forest
12755,Forest,Built-up,Water,Water,Water,Forest,Water,Forest
12756,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12757,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12758,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12759,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
12760,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
12761,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12762,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12763,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12764,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
12765,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12766,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
12767,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12768,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
12769,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12770,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
