Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Shrubland,506,201,117,76,230,46,29,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Non_Wetland,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Grassland,0,580,168,145,425,51,73,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Bareland,376,148,0,80,79,1,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Built-up,695,397,283,0,358,7,47,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Water,2009,692,632,87,635,411,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Forest,1656,697,154,153,0,291,134,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Cropland,1122,0,326,242,522,53,117,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Non_Water,4,1,2,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Wetland,858,292,109,18,279,0,131,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R,Permanent_ice_and_snow,79,14,17,3,28,2,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,Non_Wetland,3,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,Shrubland,124,0,39,37,57,0,57,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,Grassland,0,0,111,163,276,32,151,559,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,Cropland,1055,0,213,402,272,8,174,696,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,Bareland,182,0,0,113,18,0,221,135,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,Built-up,370,0,130,0,74,1,66,256,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,Water,484,0,50,251,460,45,0,685,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,Forest,965,0,111,256,0,26,240,1313,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,Non_Water,2,0,1,0,0,0,4,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,Wetland,220,0,10,35,206,0,249,330,0,0,0,0
