Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R,Shrubland,2,3,3,2,2,2,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R,Grassland,0,8,34,2,3,0,9,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R,Cropland,26,0,20,4,5,0,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R,Wetland,46,6,0,24,2,55,35,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R,Bareland,36,9,32,0,9,10,6,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R,Built-up,23,8,12,8,0,8,17,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R,Water,69,2,98,37,20,0,58,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R,Forest,69,17,82,26,29,38,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R,Permanent_ice_and_snow,6,0,10,1,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,Grassland,0,0,7,0,0,0,0,38,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,Cropland,0,0,0,0,0,0,0,20,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,Bareland,0,0,5,0,0,3,0,34,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,Built-up,0,0,7,0,0,1,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,Forest,0,0,35,0,0,13,0,88,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,Wetland,0,0,0,0,0,11,0,78,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,Water,0,0,47,0,0,0,0,45,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,10,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,Shrubland,0,0,0,0,0,2,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,Grassland,0,0,0,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,Wetland,0,0,0,0,0,62,0,0,48,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,Built-up,0,0,0,0,0,21,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,Water,0,0,0,0,0,0,0,0,134,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,Bareland,0,0,0,0,0,18,0,0,15,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,Forest,0,0,0,0,0,61,0,0,50,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNS_M_R,Cropland,8,0,0,5,7,0,11,0,0,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNS_M_R,Wetland,18,6,0,6,7,11,19,0,0,20,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNS_M_R,Bareland,14,11,6,0,31,6,7,0,0,22,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNS_M_R,Built-up,12,14,8,6,0,3,10,0,0,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNS_M_R,Water,25,23,70,15,56,0,32,0,0,46,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNS_M_R,Forest,44,51,53,22,41,26,0,0,0,62,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNS_M_R,Grassland,0,15,7,4,8,0,11,0,0,18,0
