Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R,Shrubland,3,1,3,2,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R,Grassland,0,7,19,12,4,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R,Cropland,78,0,71,21,28,57,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R,Wetland,22,0,18,0,19,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R,Bareland,99,3,0,16,59,83,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R,Built-up,20,5,18,0,10,26,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R,Water,157,4,150,17,0,156,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R,Forest,112,17,94,35,57,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R,Permanent_ice_and_snow,8,0,9,1,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,Shrubland,0,0,0,0,4,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,Grassland,0,0,0,0,32,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,Cropland,0,0,0,0,53,0,0,20,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,Wetland,0,0,0,0,39,0,0,12,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,Bareland,0,0,0,0,131,0,0,63,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,Built-up,0,0,0,0,18,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,Water,0,0,0,0,0,0,0,168,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,Forest,0,0,0,0,136,0,0,58,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,Water,45,93,74,38,0,92,47,0,96,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,Cropland,24,0,25,17,0,47,1,0,60,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,Wetland,0,3,0,0,0,4,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,Bareland,35,68,0,39,17,59,26,0,75,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,Built-up,11,15,9,0,1,14,0,0,19,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,Forest,47,83,58,40,19,0,24,0,88,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,Grassland,0,25,13,9,3,26,3,0,25,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,Permanent_ice_and_snow,2,6,1,2,0,3,0,0,10,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,Water,0,19,85,87,0,72,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,Grassland,0,21,6,21,25,30,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,Wetland,0,3,10,11,10,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,Bareland,0,24,0,51,57,47,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,Built-up,0,3,1,0,2,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,Forest,0,42,36,66,66,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,Cropland,0,0,20,34,26,29,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,Permanent_ice_and_snow,0,0,2,3,5,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,12,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,Water,0,0,0,0,0,0,47,0,0,0,9,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,Bareland,0,0,0,0,17,0,26,0,0,0,7,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,Forest,0,0,0,0,19,0,24,0,0,0,18,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,Grassland,0,0,0,0,3,0,3,0,0,0,2,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,Cropland,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,Water,28,67,70,0,0,87,9,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,Cropland,7,0,9,0,1,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,Wetland,5,6,8,0,5,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,Bareland,6,32,0,0,25,27,4,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,Built-up,5,8,6,0,3,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,Forest,24,39,26,0,25,0,7,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,Grassland,0,8,6,0,5,11,0,0,0,0,0,0
