Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Cropland,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19NHG_M_R,Shrubland,3,3,2,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHG_M_R,Grassland,0,24,1,0,13,4,13,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHG_M_R,Cropland,13,3,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHG_M_R,Wetland,62,0,2,0,43,5,29,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHG_M_R,Bareland,11,2,0,0,3,0,4,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHG_M_R,Built-up,5,0,1,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHG_M_R,Water,65,42,14,1,45,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHG_M_R,Forest,51,24,9,1,0,0,24,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NHG_M_R,Permanent_ice_and_snow,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHG_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHG_M_R,Grassland,0,7,0,0,0,0,3,52,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHG_M_R,Cropland,0,2,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHG_M_R,Forest,0,28,0,0,0,0,8,55,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHG_M_R,Wetland,0,0,0,0,0,0,12,78,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHG_M_R,Water,0,35,0,0,0,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHG_M_R,Bareland,0,1,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHG_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHG_M_R,Grassland,0,0,0,0,0,0,30,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHG_M_R,Wetland,0,0,0,0,0,0,68,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHG_M_R,Bareland,0,0,0,0,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHG_M_R,Water,0,0,0,0,0,0,0,0,48,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHG_M_R,Forest,0,0,0,0,0,0,40,0,17,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHG_M_R,Water,44,35,2,0,44,0,0,0,0,23,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHG_M_R,Cropland,5,2,1,0,5,0,0,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHG_M_R,Wetland,28,0,0,0,34,0,12,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHG_M_R,Built-up,2,0,3,0,1,2,0,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHG_M_R,Forest,45,28,5,1,0,13,8,0,0,32,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHG_M_R,Grassland,0,7,1,0,24,9,3,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHG_M_R,Bareland,4,1,0,1,4,0,0,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHG_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHG_M_R,Grassland,0,28,0,2,18,10,12,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHG_M_R,Wetland,0,0,0,0,15,2,24,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHG_M_R,Water,0,50,0,0,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHG_M_R,Forest,0,31,3,7,0,6,28,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHG_M_R,Bareland,0,0,0,1,6,1,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHG_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHG_M_R,Wetland,36,0,11,0,42,4,26,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHG_M_R,Water,12,17,13,0,43,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHG_M_R,Forest,12,5,8,0,0,5,16,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHG_M_R,Grassland,0,3,7,0,9,3,4,0,0,0,0
