Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Water,Bareland,Built-up,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R,Shrubland,109,85,19,19,17,6,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R,Grassland,0,220,154,62,82,49,39,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R,Non_Wetland,10,5,0,2,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R,Bareland,84,53,27,1,22,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R,Water,442,379,25,217,0,50,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R,Forest,725,0,274,110,311,123,111,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R,Wetland,129,102,6,0,175,9,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R,Cropland,520,411,0,45,133,146,110,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R,Built-up,136,128,76,3,8,52,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,Non_Wetland,2,2,0,14,5,4,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,Shrubland,53,19,0,37,24,13,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,Grassland,0,113,0,239,90,57,10,141,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,Cropland,600,262,0,318,92,218,48,295,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,Wetland,45,10,0,0,295,35,1,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,Bareland,101,9,0,19,30,0,14,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,Forest,575,0,0,793,458,230,58,611,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,Non_Water,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,Water,257,112,0,390,0,113,0,121,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,Lichens_and_Mosses,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,Built-up,120,34,0,38,17,129,0,41,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,Grassland,0,125,26,239,4,138,11,96,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,Non_Wetland,5,2,0,15,0,3,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,Forest,805,0,61,988,46,607,26,451,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,Wetland,105,16,0,0,47,40,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,Non_Water,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,Water,304,94,0,907,0,509,11,66,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,Shrubland,57,37,2,51,0,42,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,Built-up,171,24,1,44,0,220,0,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,Cropland,611,254,0,302,2,493,90,140,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,Bareland,38,15,0,17,0,0,18,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,Grassland,0,0,0,8,21,0,0,0,527,0,0,0
