Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R,Shrubland,3,3,1,1,2,1,1,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R,Grassland,0,23,5,1,13,18,6,22,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R,Cropland,41,0,0,0,24,22,2,29,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R,Wetland,23,15,0,0,10,1,13,23,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R,Bareland,65,38,0,0,0,27,36,58,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R,Built-up,14,9,0,0,7,0,5,9,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R,Water,96,59,17,1,65,22,0,70,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R,Forest,73,46,9,3,44,28,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R,Permanent_ice_and_snow,9,2,0,0,4,0,2,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,Shrubland,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,Forest,0,0,9,0,0,0,9,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,Wetland,0,0,0,0,0,0,2,0,67,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,Water,0,0,38,0,0,0,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,Grassland,0,0,1,0,0,0,1,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,Cropland,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,Bareland,0,0,14,0,0,0,8,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,Shrubland,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,Grassland,0,0,0,0,0,0,22,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,Cropland,0,0,0,0,0,0,8,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,Wetland,0,0,0,0,0,0,26,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,Bareland,0,0,0,0,0,0,74,0,0,31,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,Built-up,0,0,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,Forest,0,0,0,0,0,0,60,0,0,20,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,Water,0,0,0,0,0,0,0,0,0,85,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,Water,47,50,38,0,58,26,0,61,0,0,105,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,Cropland,32,0,0,0,15,17,0,26,0,0,45,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,Wetland,5,6,0,0,5,2,2,20,0,0,29,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,Bareland,53,43,14,0,0,45,8,30,0,0,61,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,Built-up,10,10,0,0,7,0,1,7,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,Forest,45,51,9,0,41,15,9,0,0,0,80,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,Grassland,0,19,1,0,6,9,1,31,0,0,41,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,Permanent_ice_and_snow,2,0,0,0,1,1,0,7,0,0,9,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,Grassland,0,21,6,0,25,22,21,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,Bareland,0,10,0,0,0,23,53,16,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,Built-up,0,1,0,0,4,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,Forest,0,21,14,0,33,28,44,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,Water,0,2,20,0,51,16,0,24,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,Cropland,0,0,0,0,21,21,11,16,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,Wetland,0,0,0,0,0,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,Permanent_ice_and_snow,0,0,0,0,2,4,2,0,0,0,0,0
