Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Grassland,Water,Shrubland,Non_Wetland,Cropland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R,Grassland,178,9,19,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R,Non_Wetland,6,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R,Wetland,451,0,14,3,803,91,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R,Bareland,56,17,0,5,189,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R,Built-up,68,0,21,0,118,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R,Water,550,337,46,1,756,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R,Forest,0,42,19,10,527,28,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R,Shrubland,14,1,1,2,28,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R,Cropland,0,0,0,0,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R,Permanent_ice_and_snow,4,3,1,0,13,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,Non_Wetland,2,4,2,0,1,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,Grassland,68,184,101,2,0,94,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,Wetland,49,0,83,2,232,389,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,Bareland,34,41,0,0,52,86,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,Built-up,30,35,70,0,39,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,Water,133,444,73,0,308,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,Forest,0,511,172,9,410,337,33,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,Shrubland,5,10,7,0,5,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,Cropland,4,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,Permanent_ice_and_snow,0,9,1,0,2,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWS_M_R,Grassland,0,68,0,0,0,8,0,436,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWS_M_R,Wetland,0,0,0,0,0,63,0,504,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWS_M_R,Forest,0,212,0,0,0,83,0,1005,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWS_M_R,Water,0,345,0,0,0,0,0,682,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWS_M_R,Shrubland,0,0,0,0,0,0,0,23,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWS_M_R,Bareland,0,31,0,0,0,2,0,95,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWS_M_R,Built-up,0,7,0,0,0,1,0,70,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWS_M_R,Cropland,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,Non_Wetland,0,8,2,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,Forest,0,600,258,58,486,158,0,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,Grassland,9,214,161,15,0,11,0,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,Water,35,689,117,8,137,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,Shrubland,0,12,12,5,9,2,0,0,4,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,Wetland,33,0,134,0,185,265,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,Bareland,0,53,0,8,30,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,Built-up,0,38,70,0,76,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,Cropland,0,0,4,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,Permanent_ice_and_snow,0,5,11,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWS_M_R,Grassland,0,0,0,0,0,119,0,0,0,20,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWS_M_R,Wetland,0,0,0,0,0,461,0,0,0,237,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWS_M_R,Shrubland,0,0,0,0,0,5,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWS_M_R,Bareland,0,0,0,0,0,66,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWS_M_R,Water,0,0,0,0,0,0,0,0,0,247,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWS_M_R,Built-up,0,0,0,0,0,17,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWS_M_R,Forest,0,0,0,0,0,286,0,0,0,114,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWS_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWS_M_R,Grassland,81,68,81,55,0,8,249,0,8,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWS_M_R,Wetland,38,0,121,13,30,63,158,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWS_M_R,Forest,0,212,259,98,243,83,338,0,12,0,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWS_M_R,Bareland,10,31,0,47,23,2,91,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWS_M_R,Built-up,11,7,5,0,27,1,55,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWS_M_R,Water,92,345,248,50,69,0,272,0,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWS_M_R,Cropland,0,0,0,1,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWS_M_R,Permanent_ice_and_snow,0,0,0,2,1,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWS_M_R,Grassland,80,117,18,136,0,119,0,0,48,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWS_M_R,Wetland,119,0,66,135,0,301,0,0,25,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWS_M_R,Bareland,14,2,0,52,0,35,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWS_M_R,Forest,0,216,3,224,0,378,0,0,14,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWS_M_R,Water,54,265,140,40,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWS_M_R,Built-up,1,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWS_M_R,Permanent_ice_and_snow,0,0,6,5,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWS_M_R,Wetland,616,0,62,0,174,254,0,0,15,0,0,66
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWS_M_R,Forest,0,0,10,0,39,11,0,0,20,0,0,2
