Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R,Shrubland,104,94,13,6,12,20,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R,Grassland,0,390,126,37,47,72,86,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R,Non_Wetland,10,8,3,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R,Bareland,119,87,13,0,0,46,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R,Built-up,226,300,72,0,70,0,37,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R,Water,674,839,82,106,134,49,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R,Forest,883,0,173,124,62,98,285,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R,Wetland,282,292,36,0,6,4,86,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R,Non_Water,2,2,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R,Cropland,219,217,0,3,33,59,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,Non_Wetland,3,1,0,16,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,Shrubland,56,13,0,12,13,12,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,Grassland,0,104,0,216,63,48,137,68,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,Bareland,98,6,0,0,0,19,58,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,Built-up,176,30,0,19,135,0,68,27,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,Water,533,126,0,217,35,87,0,23,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,Forest,772,0,0,606,132,107,535,291,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,Non_Water,1,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,Cropland,322,48,0,51,57,53,50,23,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,Wetland,135,18,0,0,14,3,222,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,Wetland,0,0,0,0,0,0,5,0,469,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,Grassland,0,0,0,70,0,0,22,0,402,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,Forest,0,0,0,286,0,0,93,0,1065,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,Water,0,0,0,351,0,0,0,0,510,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,Shrubland,0,0,0,0,0,0,0,0,33,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,Cropland,0,0,0,12,0,0,0,0,63,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,Built-up,0,0,0,54,0,0,11,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,Bareland,0,0,0,27,0,0,1,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,Grassland,0,123,9,69,121,41,149,56,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,Forest,705,0,0,253,217,54,565,211,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,Non_Wetland,4,2,0,8,2,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,Bareland,64,7,0,0,0,17,13,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,Water,214,122,0,58,107,57,0,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,Non_Water,1,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,Shrubland,38,14,0,12,29,7,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,Built-up,172,19,0,7,113,0,42,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,Wetland,92,29,0,0,30,1,217,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,Cropland,260,87,0,3,63,64,30,27,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,Water,0,0,0,0,0,0,0,0,0,619,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,Grassland,0,0,0,0,0,0,178,0,0,132,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,Forest,0,0,0,0,0,0,426,0,0,356,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,Shrubland,0,0,0,0,0,0,14,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,Built-up,0,0,0,0,0,0,27,0,0,48,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,Cropland,0,0,0,0,0,0,39,0,0,25,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,Bareland,0,0,0,0,0,0,22,0,0,29,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,Wetland,0,0,0,0,0,0,97,0,0,145,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,Grassland,0,275,507,70,54,108,22,413,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,Wetland,11,90,90,0,5,6,5,149,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,Bareland,4,20,147,27,0,87,1,80,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,Built-up,19,79,201,54,11,0,11,154,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,Water,58,306,528,351,151,142,0,530,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,Forest,212,0,698,286,87,151,93,778,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,Shrubland,1,4,9,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,Cropland,14,53,0,12,1,34,0,68,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,Grassland,0,189,198,42,6,177,134,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,Forest,0,0,181,200,0,388,295,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,Built-up,0,3,39,0,8,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,Shrubland,0,12,2,0,0,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,Wetland,0,65,36,0,1,39,69,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,Bareland,0,4,19,0,0,60,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,Water,0,160,50,150,30,132,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,Cropland,0,29,0,4,2,56,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,Wetland,34,214,12,0,7,0,34,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,Water,125,557,26,223,116,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,Forest,152,0,94,65,38,0,117,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,Shrubland,8,40,10,3,8,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,Bareland,4,6,16,3,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,Built-up,31,132,97,2,52,0,33,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,Cropland,33,63,0,4,32,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,Grassland,0,286,105,61,86,0,94,0,0,0,0,4
