Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,Bareland,0,160,0,144,8,0,28,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,Forest,0,1131,0,493,0,13,557,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,Shrubland,0,231,0,71,68,0,45,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,Wetland,0,168,0,6,68,0,40,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,Built-up,0,124,6,0,11,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,Water,0,790,5,169,127,29,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,Cropland,0,0,11,250,99,0,39,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,Permanent_ice_and_snow,0,0,1,1,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFH_M_R,Water,112,20,14,0,662,97,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFH_M_R,Forest,236,153,75,0,0,18,205,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFH_M_R,Shrubland,104,49,21,0,198,13,71,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFH_M_R,Wetland,27,2,1,0,104,0,67,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFH_M_R,Cropland,221,0,168,0,310,12,140,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFH_M_R,Bareland,12,13,0,0,45,1,32,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFH_M_R,Built-up,67,167,112,0,187,0,45,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFH_M_R,Grassland,0,83,72,0,213,24,110,0,0,0,0,5
