Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R,Shrubland,242,58,38,82,163,112,39,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R,Grassland,0,228,73,110,269,116,81,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R,Bareland,151,55,0,67,75,2,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R,Built-up,283,191,110,0,212,2,38,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R,Water,1139,302,205,28,848,412,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R,Forest,1130,385,154,269,0,305,363,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R,Non_Wetland,2,0,0,0,1,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R,Cropland,641,0,167,271,481,80,118,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R,Wetland,121,7,1,0,37,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R,Permanent_ice_and_snow,3,0,1,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFH_M_R,Shrubland,0,0,0,0,0,0,0,161,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFH_M_R,Grassland,0,0,0,0,0,56,72,234,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFH_M_R,Wetland,0,0,0,0,0,0,17,254,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFH_M_R,Forest,0,0,0,0,0,184,240,768,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFH_M_R,Cropland,0,0,0,0,0,18,32,175,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFH_M_R,Bareland,0,0,0,0,0,0,14,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFH_M_R,Water,0,0,0,0,0,345,0,342,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFH_M_R,Built-up,0,0,0,0,0,5,18,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,Shrubland,68,0,26,7,36,26,29,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,Non_Wetland,0,0,0,0,2,2,3,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,Grassland,0,0,64,41,218,48,150,0,280,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,Cropland,637,0,222,177,438,42,180,0,479,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,Wetland,39,0,1,0,32,0,129,0,91,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,Bareland,119,0,0,28,34,0,61,0,47,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,Built-up,162,0,144,0,116,8,55,0,159,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,Forest,706,0,184,120,0,239,456,0,812,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,Water,629,0,54,68,578,43,0,0,448,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,2,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,Grassland,0,58,270,42,133,53,31,0,196,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,Non_Wetland,2,0,3,0,1,3,0,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,Forest,680,156,991,99,0,323,171,0,730,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,Wetland,56,1,215,0,14,0,25,0,61,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,Water,509,16,1299,80,387,109,0,0,446,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,Shrubland,104,12,114,16,29,20,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,Built-up,207,30,264,0,71,6,0,0,65,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,Cropland,699,0,527,221,231,44,15,0,255,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,Bareland,44,3,0,10,11,0,0,0,10,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,Permanent_ice_and_snow,1,0,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFH_M_R,Grassland,0,0,0,0,0,0,190,0,0,83,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFH_M_R,Forest,0,0,0,0,0,0,419,0,0,294,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFH_M_R,Shrubland,0,0,0,0,0,0,31,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFH_M_R,Cropland,0,0,0,0,0,0,106,0,0,37,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFH_M_R,Bareland,0,0,0,0,0,0,13,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFH_M_R,Wetland,0,0,0,0,0,0,66,0,0,56,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFH_M_R,Water,0,0,0,0,0,0,0,0,0,638,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFH_M_R,Built-up,0,0,0,0,0,0,12,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,Grassland,0,663,20,162,322,56,72,0,586,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,Bareland,0,214,0,127,33,0,14,0,149,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,Water,1,866,104,94,470,345,0,0,682,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,Forest,47,1066,50,250,0,184,240,0,1009,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,Wetland,0,30,2,0,64,0,17,0,84,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,Built-up,0,283,1,0,79,5,18,0,229,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,Cropland,3,0,3,207,285,18,32,0,482,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,Shrubland,1,35,0,7,32,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,Permanent_ice_and_snow,0,9,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,Grassland,0,748,6,190,187,3,183,0,0,0,0,0
