Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYJ_M_R,Built-up,0,0,1,0,0,29,0,0,31,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYJ_M_R,Bareland,0,0,0,0,0,455,0,0,0,157,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYJ_M_R,Grassland,0,0,0,0,0,168,0,0,0,65,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYJ_M_R,Wetland,0,0,0,0,0,173,0,0,0,140,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYJ_M_R,Shrubland,0,0,0,0,0,9,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYJ_M_R,Cropland,0,0,0,0,0,58,0,0,0,16,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYJ_M_R,Built-up,0,0,0,0,0,12,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYJ_M_R,Water,0,0,0,0,0,0,0,0,0,506,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYJ_M_R,Forest,0,0,0,0,0,381,0,0,0,204,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYJ_M_R,Grassland,242,418,74,38,124,83,0,529,0,0,45,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYJ_M_R,Forest,0,488,242,150,144,176,304,710,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYJ_M_R,Wetland,68,42,0,2,6,33,9,145,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYJ_M_R,Bareland,236,539,124,0,225,165,105,553,0,0,58,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYJ_M_R,Built-up,13,124,1,2,0,29,41,133,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYJ_M_R,Cropland,140,0,4,8,109,35,110,270,0,0,41,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYJ_M_R,Water,332,355,327,172,82,0,74,460,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYJ_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYJ_M_R,Permanent_ice_and_snow,0,4,0,0,0,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYJ_M_R,Grassland,266,716,126,11,160,150,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYJ_M_R,Forest,0,465,232,3,198,474,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYJ_M_R,Bareland,222,372,404,0,238,325,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYJ_M_R,Water,138,294,233,24,62,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYJ_M_R,Shrubland,1,6,0,0,3,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYJ_M_R,Wetland,94,121,0,0,13,141,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYJ_M_R,Built-up,5,42,4,9,0,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYJ_M_R,Cropland,89,0,7,12,87,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYJ_M_R,Cropland,166,0,7,160,0,51,113,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYJ_M_R,Wetland,338,4,0,21,0,114,65,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYJ_M_R,Bareland,280,34,68,0,0,215,77,0,0,0,0,54
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYJ_M_R,Forest,0,115,23,103,0,90,83,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYJ_M_R,Water,603,10,143,45,0,0,43,0,0,0,0,28
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYJ_M_R,Built-up,79,53,1,95,0,38,16,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYJ_M_R,Grassland,354,129,21,168,0,127,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYJ_M_R,Shrubland,11,1,0,1,0,1,0,0,0,0,0,0
