Dataset,MajorityClass,Grassland,Cropland,Built-up,Forest,Wetland,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,Bareland,0,0,0,0,146,0,17,0,97,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,Water,0,0,0,0,838,0,0,0,493,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Grassland,0,496,153,224,66,73,49,100,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Non_Wetland,2,4,1,0,3,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Forest,700,495,168,0,263,121,132,109,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Wetland,173,148,36,243,0,115,200,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Water,78,206,152,178,163,376,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Shrubland,29,25,5,8,3,7,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Built-up,196,310,0,38,26,261,68,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Cropland,342,0,218,132,21,95,45,34,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Bareland,51,171,87,7,14,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,Permanent_ice_and_snow,5,22,0,3,0,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,Water,0,0,0,0,0,0,0,0,0,821,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,Grassland,0,0,0,0,0,0,172,0,0,122,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,Wetland,0,0,0,0,0,0,350,0,0,429,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,Cropland,0,0,0,0,0,0,125,0,0,76,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,Bareland,0,0,0,0,0,0,264,0,0,106,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,Shrubland,0,0,0,0,0,0,3,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,Built-up,0,0,0,0,0,0,162,0,0,132,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,Forest,0,0,0,0,0,0,246,0,0,216,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,Grassland,0,541,181,583,187,173,18,540,0,0,23,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,Wetland,73,100,24,265,0,31,36,214,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,Built-up,140,412,0,263,167,82,12,385,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,Forest,487,520,168,0,467,136,58,596,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,Cropland,269,0,212,410,115,97,4,409,0,0,20,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,Bareland,68,433,291,192,203,0,40,231,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,Water,187,397,202,443,907,142,0,461,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,Shrubland,2,5,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,Permanent_ice_and_snow,7,22,11,18,0,4,0,19,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,Grassland,0,907,531,491,144,36,228,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,Wetland,0,363,411,425,0,16,455,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,Built-up,0,154,0,36,1,57,40,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,Forest,0,630,526,0,108,25,326,0,0,0,0,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,Shrubland,0,22,12,12,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,Bareland,0,203,362,97,0,0,244,0,0,0,0,9
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,Water,0,266,403,223,73,56,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,Cropland,0,0,252,150,9,35,59,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,Permanent_ice_and_snow,0,12,7,12,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,Wetland,346,110,0,644,0,58,392,0,0,0,0,20
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,Forest,267,198,0,0,120,113,385,0,0,0,0,122
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,Shrubland,12,11,0,28,2,2,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,Cropland,274,0,0,284,74,331,305,0,0,0,0,71
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,Bareland,13,5,0,38,13,0,64,0,0,0,0,42
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,Built-up,204,161,0,308,50,295,369,0,0,0,0,45
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,Water,155,48,0,312,194,99,0,0,0,0,0,26
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,Grassland,0,187,0,372,141,192,307,0,0,0,0,110
