Dataset,MajorityClass,Grassland,Cropland,Built-up,Forest,Wetland,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Shrubland,101,10,9,64,10,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Grassland,0,250,128,497,341,56,39,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Non_Wetland,5,0,1,3,10,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Bareland,674,77,122,167,77,0,97,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Built-up,747,281,0,439,165,219,76,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Water,1017,232,91,726,492,274,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Forest,1242,285,149,0,578,66,133,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Cropland,986,0,265,462,113,120,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Wetland,739,127,38,481,0,63,242,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R,Permanent_ice_and_snow,60,6,5,25,7,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,Non_Wetland,1,0,2,2,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,Shrubland,24,0,18,3,6,4,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,Grassland,0,0,245,223,192,91,119,226,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,Cropland,609,0,452,214,83,148,62,151,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,Wetland,202,0,98,204,0,64,397,26,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,Bareland,112,0,331,34,12,0,144,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,Built-up,185,0,0,55,65,147,110,34,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,Water,246,0,382,244,204,120,0,51,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,Forest,632,0,351,0,378,100,206,397,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,Permanent_ice_and_snow,7,0,8,2,2,11,1,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,Wetland,0,0,0,0,0,0,34,0,954,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,Grassland,0,0,0,0,185,0,18,0,790,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,Built-up,0,0,0,0,147,0,11,0,277,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,Forest,0,0,0,0,457,0,58,0,1119,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,Shrubland,0,0,0,0,0,0,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,Cropland,0,0,0,0,114,0,4,0,285,0,0,0
