Dataset,MajorityClass,Grassland,Cropland,Bareland,Water,Forest,Wetland,Built-up,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Shrubland,320,70,62,47,105,71,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Non_Wetland,10,0,0,1,3,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Grassland,0,181,95,34,190,22,45,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Bareland,215,80,0,4,39,12,56,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Forest,968,254,132,203,0,89,56,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Cropland,697,0,243,57,337,16,132,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Wetland,135,4,3,51,23,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Built-up,169,61,69,2,96,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Water,564,39,104,0,203,136,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Non_Water,3,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Lichens_and_Mosses,6,2,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Non_Wetland,1,0,0,8,2,10,0,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Shrubland,80,0,31,52,36,55,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Grassland,0,0,62,103,142,63,20,318,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Cropland,586,0,252,108,338,89,60,576,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Wetland,10,0,0,181,11,0,0,94,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Bareland,144,0,0,50,61,5,13,76,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Water,167,0,47,0,110,118,3,426,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Forest,430,0,200,400,0,425,20,1024,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Non_Water,0,0,0,5,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Built-up,105,0,108,17,24,1,0,94,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Lichens_and_Mosses,2,0,1,0,0,1,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,Shrubland,0,0,0,0,0,0,0,0,195,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,Wetland,0,0,0,12,0,0,0,0,270,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,Grassland,0,0,0,33,0,35,0,0,148,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,Water,0,0,0,0,0,143,0,0,292,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,Forest,0,0,0,130,0,131,0,0,920,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,Cropland,0,0,0,44,0,8,0,0,207,0,0,0
