Dataset,MajorityClass,Grassland,Cropland,Bareland,Water,Forest,Wetland,Built-up,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,Bareland,0,0,0,28,0,4,0,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,Built-up,0,0,0,8,0,0,0,0,25,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Grassland,0,107,220,38,95,63,13,222,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Non_Wetland,3,0,7,0,0,13,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Wetland,27,0,140,17,5,0,0,66,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Forest,495,163,644,162,0,534,3,685,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Bareland,90,42,0,1,19,6,5,22,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Water,134,13,492,0,94,210,3,314,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Non_Water,1,0,1,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Shrubland,99,28,110,23,30,60,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Cropland,513,0,515,47,183,93,22,298,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Built-up,152,30,157,1,25,23,0,70,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Lichens_and_Mosses,3,2,4,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,Grassland,0,0,0,75,0,0,0,0,0,68,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,Water,0,0,0,0,0,0,0,0,0,261,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,Shrubland,0,0,0,46,0,0,0,0,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,Wetland,0,0,0,92,0,0,0,0,0,69,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,Bareland,0,0,0,15,0,0,0,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,Cropland,0,0,0,35,0,0,0,0,0,37,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,Forest,0,0,0,205,0,0,0,0,0,180,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,Built-up,0,0,0,1,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,Grassland,0,439,20,33,225,35,113,515,0,0,58,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,Wetland,0,15,13,12,100,0,1,79,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,Bareland,3,241,0,28,54,4,107,250,0,0,20,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,Forest,176,619,49,130,0,131,153,764,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,Water,5,283,62,0,256,143,49,361,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,Cropland,74,0,14,44,240,8,162,521,0,0,58,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,Built-up,4,165,3,8,21,0,0,98,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,Shrubland,8,35,4,0,31,0,12,0,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,Grassland,0,651,3,45,204,2,155,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,Forest,0,626,0,330,0,31,301,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,Shrubland,0,190,0,46,99,8,81,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,Wetland,0,74,0,61,53,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,Bareland,0,219,0,30,35,2,168,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,Water,0,184,12,0,77,68,48,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,Built-up,0,30,1,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,Cropland,0,0,6,18,151,6,194,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,Forest,132,157,79,34,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,Shrubland,98,72,52,51,239,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,Cropland,239,0,202,27,267,6,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,Wetland,33,3,14,27,148,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,Bareland,22,40,0,15,61,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,Water,41,40,31,0,482,49,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,Built-up,8,46,39,2,72,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,Grassland,0,128,103,32,216,5,0,0,0,0,0,0
