Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R,Shrubland,3,1,3,1,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R,Grassland,0,7,15,1,6,3,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R,Cropland,54,0,24,13,24,12,42,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R,Wetland,7,0,0,0,0,11,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R,Bareland,14,4,13,0,6,5,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R,Built-up,9,5,0,6,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R,Water,34,7,21,7,3,0,44,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R,Forest,36,12,28,8,19,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R,Permanent_ice_and_snow,2,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTV_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTV_M_R,Grassland,0,0,3,0,0,3,0,15,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTV_M_R,Cropland,0,0,11,0,0,16,0,22,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTV_M_R,Bareland,0,0,0,0,0,0,0,13,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTV_M_R,Forest,0,0,17,0,0,17,0,29,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTV_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTV_M_R,Wetland,0,0,0,0,0,2,0,14,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTV_M_R,Water,0,0,10,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTV_M_R,Shrubland,0,0,0,0,0,3,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTV_M_R,Wetland,0,0,0,0,0,11,0,0,10,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTV_M_R,Bareland,0,0,0,0,0,4,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTV_M_R,Water,0,0,0,0,0,0,0,0,40,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTV_M_R,Forest,0,0,0,0,0,19,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTV_M_R,Cropland,0,0,0,0,0,19,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTV_M_R,Grassland,0,0,0,0,0,7,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTV_M_R,Water,0,9,10,3,3,0,17,0,0,10,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTV_M_R,Cropland,17,0,11,2,14,16,30,0,0,44,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTV_M_R,Bareland,9,15,0,0,1,0,14,0,0,15,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTV_M_R,Built-up,2,6,0,0,0,1,5,0,0,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTV_M_R,Forest,20,30,17,5,13,17,0,0,0,39,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTV_M_R,Grassland,0,16,3,1,8,3,16,0,0,22,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTV_M_R,Wetland,0,0,0,2,0,2,6,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTV_M_R,Permanent_ice_and_snow,1,2,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTV_M_R,Grassland,0,41,0,0,2,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTV_M_R,Built-up,0,4,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTV_M_R,Water,0,59,0,1,2,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTV_M_R,Forest,0,38,0,1,19,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTV_M_R,Cropland,0,0,0,2,16,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTV_M_R,Wetland,0,4,0,0,0,5,8,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTV_M_R,Bareland,0,13,0,0,1,1,11,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTV_M_R,Cropland,20,0,0,12,0,11,11,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTV_M_R,Wetland,14,1,0,4,0,5,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTV_M_R,Built-up,3,8,0,2,0,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTV_M_R,Water,24,11,7,13,0,0,20,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTV_M_R,Forest,17,12,3,12,0,6,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTV_M_R,Grassland,0,1,0,3,0,0,2,0,0,0,0,0
