Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R,Shrubland,386,47,67,215,129,60,38,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R,Non_Wetland,15,2,1,8,12,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R,Grassland,0,154,73,290,99,48,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R,Bareland,315,29,0,121,2,40,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R,Water,1053,10,207,651,604,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R,Forest,1126,135,87,0,349,69,113,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R,Cropland,981,0,166,475,135,136,55,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R,Wetland,1118,74,63,567,0,31,177,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R,Built-up,203,15,54,131,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R,Permanent_ice_and_snow,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,Non_Wetland,5,0,1,5,20,0,3,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,Shrubland,94,0,30,39,114,9,36,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,Grassland,0,0,48,172,289,17,97,374,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,Cropland,534,0,143,244,551,42,52,520,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,Wetland,186,0,39,415,0,1,419,672,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,Bareland,169,0,0,62,51,25,92,122,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,Built-up,89,0,56,15,20,0,13,90,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,Water,224,0,36,379,401,4,0,691,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,Forest,507,0,143,0,712,40,329,1128,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,Non_Wetland,6,1,3,1,16,0,0,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,Grassland,0,185,288,79,203,27,55,361,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,Wetland,165,69,367,200,0,0,238,940,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,Water,200,5,503,251,425,5,0,864,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,Forest,491,194,688,0,568,25,234,1138,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,Bareland,55,27,0,2,17,12,55,34,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,Shrubland,85,24,101,24,81,21,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,Built-up,81,5,160,9,17,0,0,46,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,Cropland,376,0,480,61,330,46,35,371,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,Shrubland,0,0,0,0,0,0,0,0,371,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,Wetland,0,0,0,0,0,0,76,0,913,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,Grassland,0,0,0,0,202,0,38,0,585,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,Cropland,0,0,0,0,245,0,43,0,860,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,Forest,0,0,0,0,677,0,184,0,1430,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,Water,0,0,0,0,665,0,0,0,607,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,Bareland,0,0,0,0,220,0,35,0,65,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,Built-up,0,0,0,0,9,0,11,0,37,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,Grassland,0,0,0,0,0,0,162,0,0,39,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,Shrubland,0,0,0,0,0,0,90,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,Wetland,0,0,0,0,0,0,519,0,0,319,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,Water,0,0,0,0,0,0,0,0,0,496,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,Bareland,0,0,0,0,0,0,105,0,0,50,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,Cropland,0,0,0,0,0,0,144,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,Built-up,0,0,0,0,0,0,12,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,Forest,0,0,0,0,0,0,470,0,0,226,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,Grassland,0,374,18,446,202,64,38,608,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,Wetland,5,29,31,306,0,11,76,276,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,Bareland,7,154,0,102,220,52,35,235,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,Water,9,163,104,513,665,16,0,519,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,Forest,216,399,94,0,677,88,184,770,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,Cropland,103,0,26,470,245,68,43,666,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,Built-up,5,100,4,41,9,0,11,144,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,Shrubland,10,25,13,56,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,Permanent_ice_and_snow,0,2,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,Grassland,0,801,5,167,44,104,76,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,Forest,0,748,5,0,247,187,481,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,Shrubland,0,224,0,74,25,50,72,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,Wetland,0,687,12,270,0,18,325,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,Bareland,0,200,0,35,0,99,52,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,Built-up,0,24,2,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,Water,0,303,40,93,183,30,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,Cropland,0,0,3,53,4,50,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,Wetland,358,252,100,775,0,0,327,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,Forest,178,168,124,0,51,0,127,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,Shrubland,117,70,62,227,54,0,83,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,Cropland,232,0,166,187,16,0,32,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,Bareland,11,31,0,36,0,0,13,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,Water,73,57,94,506,180,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,Built-up,5,26,41,59,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,Grassland,0,125,141,203,26,0,56,0,0,0,0,6
