Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R,Grassland,227,101,36,35,52,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R,Non_Wetland,6,1,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R,Shrubland,38,10,5,2,7,2,41,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R,Cropland,270,0,3,70,102,13,399,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R,Wetland,139,3,0,9,1,52,170,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R,Bareland,96,41,1,0,41,2,187,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R,Built-up,92,57,0,29,0,2,169,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R,Water,555,27,171,128,6,0,555,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R,Forest,0,117,91,56,86,77,533,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,Non_Wetland,1,0,7,2,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,Shrubland,18,0,17,17,3,5,37,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,Grassland,86,0,148,126,31,64,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,Cropland,195,0,134,155,52,31,496,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,Wetland,5,0,0,28,0,73,139,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,Bareland,32,0,25,0,13,26,127,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,Built-up,28,0,33,93,0,7,92,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,Water,73,0,370,77,43,0,577,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,Forest,0,0,575,305,37,220,825,19,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,Permanent_ice_and_snow,0,0,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,Grassland,21,70,102,297,74,38,0,54,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,Forest,0,144,333,611,40,251,669,228,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,Non_Wetland,0,1,7,2,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,Shrubland,0,5,10,24,8,6,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,Wetland,8,1,0,101,2,118,116,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,Bareland,0,18,6,0,15,1,41,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,Built-up,1,15,2,165,0,0,91,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,Water,30,17,181,461,73,0,330,26,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,Cropland,12,0,74,358,111,14,368,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,Permanent_ice_and_snow,0,0,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUH_M_R,Grassland,0,0,62,0,0,64,0,0,259,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUH_M_R,Wetland,0,0,0,0,0,25,0,0,143,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUH_M_R,Forest,0,0,263,0,0,145,0,0,792,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUH_M_R,Shrubland,0,0,0,0,0,0,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUH_M_R,Cropland,0,0,6,0,0,19,0,0,209,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUH_M_R,Bareland,0,0,13,0,0,19,0,0,37,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUH_M_R,Water,0,0,284,0,0,0,0,0,287,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUH_M_R,Built-up,0,0,3,0,0,4,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUH_M_R,Grassland,0,0,0,0,0,56,0,0,0,90,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUH_M_R,Shrubland,0,0,0,0,0,1,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUH_M_R,Wetland,0,0,0,0,0,72,0,0,0,115,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUH_M_R,Water,0,0,0,0,0,0,0,0,0,358,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUH_M_R,Forest,0,0,0,0,0,123,0,0,0,182,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUH_M_R,Cropland,0,0,0,0,0,14,0,0,0,22,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUH_M_R,Bareland,0,0,0,0,0,10,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUH_M_R,Built-up,0,0,0,0,0,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUH_M_R,Grassland,206,313,62,17,111,64,0,440,0,0,46,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUH_M_R,Wetland,45,7,0,1,0,25,0,42,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUH_M_R,Bareland,26,147,13,0,87,19,1,150,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUH_M_R,Built-up,24,90,3,3,0,4,1,112,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUH_M_R,Forest,0,381,263,73,92,145,50,510,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUH_M_R,Cropland,108,0,6,1,79,19,14,259,0,0,30,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUH_M_R,Water,231,142,284,57,26,0,17,283,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUH_M_R,Permanent_ice_and_snow,1,1,0,0,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUH_M_R,Grassland,151,513,0,6,108,113,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUH_M_R,Forest,0,347,14,0,214,329,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUH_M_R,Wetland,111,86,0,2,13,147,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUH_M_R,Bareland,22,136,0,0,103,39,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUH_M_R,Built-up,2,61,0,1,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUH_M_R,Shrubland,0,8,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUH_M_R,Water,109,168,23,4,27,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUH_M_R,Cropland,52,0,0,7,67,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUH_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUH_M_R,Forest,0,75,7,49,0,46,61,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUH_M_R,Cropland,130,0,0,121,0,42,86,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUH_M_R,Wetland,276,6,0,3,0,85,28,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUH_M_R,Bareland,40,19,8,0,0,30,20,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUH_M_R,Water,468,9,45,21,0,0,20,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUH_M_R,Shrubland,12,5,0,0,0,3,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUH_M_R,Built-up,69,49,0,41,0,19,21,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUH_M_R,Grassland,208,101,10,84,0,99,0,0,0,0,0,4
