Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMR_M_R,Forest,0,0,0,0,0,532,0,0,0,361,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMR_M_R,Cropland,0,0,0,0,0,23,0,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMR_M_R,Built-up,0,0,0,0,0,37,0,0,0,16,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMR_M_R,Forest,0,346,394,407,363,131,432,457,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMR_M_R,Grassland,284,329,104,220,299,53,0,396,0,0,38,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMR_M_R,Wetland,87,45,0,178,68,42,151,118,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMR_M_R,Bareland,63,123,40,0,230,33,69,183,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMR_M_R,Cropland,90,0,9,31,125,6,80,139,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMR_M_R,Built-up,57,105,10,9,0,15,64,112,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMR_M_R,Water,286,167,525,467,336,0,348,369,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMR_M_R,Permanent_ice_and_snow,1,2,0,0,3,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMR_M_R,Grassland,221,748,151,22,185,269,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMR_M_R,Bareland,56,286,16,0,96,72,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMR_M_R,Forest,0,383,213,4,316,674,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMR_M_R,Wetland,224,107,0,11,53,253,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMR_M_R,Built-up,28,99,5,20,0,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMR_M_R,Shrubland,0,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMR_M_R,Water,249,229,272,79,84,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMR_M_R,Cropland,24,0,0,5,21,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMR_M_R,Permanent_ice_and_snow,0,4,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMR_M_R,Cropland,74,0,4,124,0,14,54,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMR_M_R,Forest,0,132,19,81,0,99,76,0,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMR_M_R,Wetland,730,81,0,40,0,279,149,0,0,0,0,17
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMR_M_R,Bareland,86,43,14,0,0,41,24,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMR_M_R,Water,909,67,134,169,0,0,100,0,0,0,0,17
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMR_M_R,Built-up,198,94,0,100,0,24,35,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMR_M_R,Grassland,500,186,133,206,0,216,0,0,0,0,0,66
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMR_M_R,Shrubland,2,0,0,0,0,0,0,0,0,0,0,0
