Dataset,MajorityClass,Bareland,Built-up,Water,Forest,Cropland,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R,Grassland,105,133,44,408,138,146,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R,Non_Wetland,0,0,0,4,0,1,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R,Bareland,0,37,34,105,7,11,431,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R,Built-up,146,0,21,217,5,37,393,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R,Water,350,20,0,688,9,234,801,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R,Forest,140,174,185,0,157,235,970,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R,Wetland,56,10,96,361,54,0,728,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R,Shrubland,6,7,0,11,1,8,24,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R,Cropland,72,97,2,246,0,36,360,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R,Lichens_and_Mosses,0,1,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R,Permanent_ice_and_snow,4,2,0,4,0,3,39,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,Non_Wetland,3,0,0,1,0,9,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,Grassland,100,112,144,245,0,520,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,Wetland,54,21,242,50,0,0,76,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,Bareland,0,94,107,33,0,38,126,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,Built-up,123,0,50,83,0,98,175,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,Forest,201,134,283,0,0,992,681,15,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,Water,97,83,0,150,0,615,332,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,Shrubland,10,8,2,6,0,11,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,Cropland,66,61,16,168,0,210,297,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,Permanent_ice_and_snow,25,2,0,1,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,Wetland,0,0,11,0,0,0,0,0,1443,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,Grassland,0,0,13,0,0,35,0,0,948,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,Forest,0,0,59,0,0,244,0,0,1581,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,Water,0,0,0,0,0,351,0,0,743,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,Shrubland,0,0,0,0,0,0,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,Bareland,0,0,18,0,0,132,0,0,112,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,Cropland,0,0,0,0,0,5,0,0,276,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,Built-up,0,0,0,0,0,68,0,0,172,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,14,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,Non_Wetland,1,0,0,3,0,8,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,Wetland,124,5,196,121,0,0,248,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,Forest,267,103,208,0,0,519,786,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,Grassland,174,92,84,203,0,127,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,Water,311,9,0,113,0,291,154,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,Shrubland,14,3,0,4,0,13,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,Cropland,121,64,23,139,0,39,329,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,Built-up,244,0,15,47,0,44,228,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,Bareland,0,18,10,5,0,19,67,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,Permanent_ice_and_snow,19,0,1,0,0,7,14,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,Wetland,0,0,282,0,0,0,0,0,0,151,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,Grassland,0,0,256,0,0,0,0,0,0,72,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,Shrubland,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,Cropland,0,0,17,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,Built-up,0,0,40,0,0,0,0,0,0,32,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,Water,0,0,0,0,0,0,0,0,0,407,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,Forest,0,0,373,0,0,0,0,0,0,130,0,0
