Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Lichens_and_Mosses,Non_Wetland,Non_Water,Shrubland
AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R,Shrubland,3,1,3,3,2,2,1,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R,Grassland,0,16,24,32,17,13,0,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R,Cropland,32,0,7,23,10,1,0,6,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R,Wetland,51,3,0,26,1,25,2,4,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R,Lichens_and_Mosses,1,1,0,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R,Bareland,78,12,16,0,26,40,20,27,7,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R,Built-up,17,8,2,14,0,1,0,7,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R,Water,139,10,57,127,13,0,32,66,20,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R,Permanent_ice_and_snow,42,1,0,32,5,13,0,11,4,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R,Forest,67,18,31,47,20,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,Grassland,0,0,5,0,0,2,0,0,0,49,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,Cropland,0,0,0,0,0,0,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,Bareland,0,0,20,0,0,11,0,0,0,34,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,Forest,0,0,14,0,0,9,0,0,0,48,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,Wetland,0,0,0,0,0,3,0,0,0,63,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,Water,0,0,52,0,0,0,0,0,0,58,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,Built-up,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,Permanent_ice_and_snow,0,0,1,0,0,9,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,Shrubland,0,0,0,0,0,5,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,Grassland,0,0,0,0,0,35,0,0,0,0,12,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,Wetland,0,0,0,0,0,44,0,0,0,0,13,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,Bareland,0,0,0,0,0,68,0,0,0,0,24,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,Water,0,0,0,0,0,0,0,0,0,0,96,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,Forest,0,0,0,0,0,47,0,0,0,0,18,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,Built-up,0,0,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,Permanent_ice_and_snow,0,0,0,0,0,6,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,Water,60,12,52,54,28,0,19,49,17,0,0,125
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,Cropland,18,0,0,11,12,0,0,6,4,0,0,26
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,Wetland,8,0,0,7,1,3,1,11,1,0,0,25
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,Bareland,38,11,20,0,33,11,10,20,24,0,0,82
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,Built-up,11,3,0,7,0,0,0,4,6,0,0,21
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,Permanent_ice_and_snow,11,4,1,14,5,9,0,12,7,0,0,37
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,Forest,29,14,14,17,14,9,0,0,4,0,0,75
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,Grassland,0,12,5,14,15,2,0,20,7,0,0,42
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,Grassland,0,16,23,16,19,29,0,27,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,Bareland,0,20,15,0,30,40,9,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,Built-up,0,2,1,0,0,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,Water,0,8,44,79,27,0,17,43,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,Permanent_ice_and_snow,0,9,2,25,13,15,0,7,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,Forest,0,4,19,15,18,44,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,Cropland,0,0,0,3,11,4,0,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,Wetland,0,0,0,5,6,14,0,3,0,0,0,0
