Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,Shrubland,0,0,0,0,0,0,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,Bareland,0,0,157,0,0,23,0,0,72,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,Cropland,0,0,3,0,0,0,0,0,67,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,Built-up,0,0,58,0,0,8,0,0,55,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,Bareland,0,0,0,0,0,92,0,0,0,67,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,Grassland,0,0,0,0,0,117,0,0,0,45,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,Shrubland,0,0,0,0,0,5,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,Water,0,0,0,0,0,0,0,0,0,370,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,Cropland,0,0,0,0,0,9,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,Wetland,0,0,0,0,0,299,0,0,0,175,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,Forest,0,0,0,0,0,218,0,0,0,150,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,Built-up,0,0,0,0,0,20,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,Grassland,267,184,112,83,83,39,0,344,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,Wetland,60,1,0,10,1,4,8,36,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,Bareland,59,134,157,0,81,23,64,137,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,Built-up,43,70,58,9,0,8,64,117,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,Forest,0,133,350,99,98,118,322,405,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,Water,235,76,605,130,18,0,122,254,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,Shrubland,3,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,Cropland,71,0,3,2,14,0,53,77,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,Grassland,207,368,17,7,198,131,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,Forest,0,147,22,2,245,301,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,Bareland,66,29,1,0,115,78,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,Built-up,5,9,0,2,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,Shrubland,10,7,2,0,8,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,Wetland,144,36,0,18,118,189,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,Water,67,26,32,64,73,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,Cropland,13,0,0,0,8,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,Wetland,424,54,0,53,0,112,74,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,Water,474,29,28,144,0,0,30,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,Forest,0,111,3,16,0,30,61,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,Cropland,10,0,0,13,0,1,20,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,Bareland,41,32,0,0,0,19,9,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,Shrubland,27,7,1,2,0,6,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,Built-up,99,58,0,32,0,22,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,Grassland,313,184,14,82,0,96,0,0,0,0,0,1
