Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R,Grassland,381,52,69,87,87,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R,Non_Wetland,8,0,2,1,2,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R,Shrubland,54,4,4,8,13,2,76,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R,Cropland,121,0,1,20,41,3,207,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R,Wetland,328,2,0,87,5,132,400,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R,Bareland,146,22,2,0,46,51,221,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R,Built-up,177,3,2,54,0,19,208,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R,Water,568,2,91,227,8,0,507,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R,Forest,0,5,60,49,70,121,577,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,Non_Wetland,2,0,8,2,0,1,6,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,Shrubland,11,0,15,25,9,6,67,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,Grassland,105,0,180,104,52,62,0,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,Cropland,33,0,35,40,10,5,224,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,Wetland,26,0,0,36,16,234,371,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,Bareland,5,0,84,0,39,151,310,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,Built-up,25,0,25,97,0,13,126,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,Water,78,0,303,76,78,0,699,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,Forest,0,0,570,260,121,271,890,123,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,Grassland,51,68,241,375,65,130,0,225,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,Non_Wetland,0,0,12,4,0,0,1,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,Forest,0,40,437,619,84,220,553,359,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,Wetland,12,11,0,305,11,219,191,117,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,Built-up,9,0,30,174,0,40,69,35,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,Water,72,8,283,511,38,0,237,101,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,Shrubland,2,3,13,35,6,10,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,Bareland,0,1,5,0,8,88,24,15,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,Cropland,8,0,31,169,18,14,97,54,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,Grassland,0,0,112,0,0,39,0,0,461,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,Wetland,0,0,0,0,0,4,0,0,158,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,Forest,0,0,350,0,0,118,0,0,851,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,Water,0,0,605,0,0,0,0,0,276,0,0,0
